ID,TraitDefinitionID,MaxRanks,NodeEntryType
39253,39390,1,1
39254,39391,1,2
39255,39392,1,2
39256,39393,1,1
39257,39394,1,1
39258,39395,1,2
39259,39396,1,1
39260,39397,1,1
39261,39398,1,1
39262,39399,1,1
39469,39606,1,2
39470,39607,1,1
39471,39608,1,1
39472,39609,1,1
39473,39610,1,1
39474,39611,1,1
39475,39612,1,1
39476,39613,1,1
39477,39614,1,1
39478,39615,1,1
39479,39616,1,1
39480,39617,1,1
39481,39618,1,1
39482,39619,1,1
39483,39620,1,1
39484,39621,1,1
39485,39622,1,1
39486,39623,1,1
39487,39624,1,1
39488,39625,1,1
39489,39626,1,1
39490,39627,1,1
39491,39628,1,1
39492,39629,1,1
39493,39630,1,1
39494,39631,1,1
39495,39632,1,1
39496,39633,1,1
39497,39634,1,1
39498,39635,1,1
39499,39636,1,1
39500,39637,1,1
39501,39638,1,1
39502,39639,1,1
39503,39640,1,1
39504,39641,1,1
39505,39642,1,1
39506,39643,1,1
39507,39644,1,1
39508,39645,1,1
39509,39646,1,1
39510,39647,1,1
39511,39648,1,1
39512,39649,1,1
39513,39650,1,1
39514,39651,1,1
39515,39652,1,1
39516,39653,1,1
39517,39654,1,1
39518,39655,1,1
39519,39656,1,1
39520,39657,1,1
39521,39658,1,1
39522,39659,1,1
39523,39660,1,1
39524,39661,1,1
39525,39662,1,1
39526,39663,1,1
39527,39664,1,1
39528,39665,1,1
39529,39666,1,1
39530,39667,1,1
39531,39668,1,1
39532,39669,1,1
39533,39670,1,1
39534,39671,1,1
39535,39672,1,1
39536,39673,1,2
39537,39674,2,2
39538,39675,1,1
39539,39676,1,2
39540,39677,1,2
39541,39678,1,2
39542,39679,1,2
39543,39680,1,1
39544,39681,2,2
39545,39682,1,2
39546,39683,1,2
39547,39684,1,2
39548,39685,1,2
39549,39686,2,2
39550,39687,1,2
39551,39688,1,2
39552,39689,1,1
39553,39690,1,2
39554,39691,1,1
39555,39692,1,1
39556,39693,2,2
39557,39694,1,1
39558,39695,1,2
39559,39696,1,2
39560,39697,1,2
39561,39698,1,2
39562,39699,1,2
39563,39700,1,1
39564,39701,1,1
39565,39702,1,2
39566,39703,1,2
39567,39704,1,1
39568,39705,1,1
39569,39706,1,1
39570,39707,1,2
39571,39708,2,2
39572,39709,1,1
39573,39710,1,1
39574,39711,1,2
39575,39712,1,2
39576,39713,1,2
39577,39714,1,2
39578,39715,1,2
39579,39716,1,2
39580,39717,1,2
39581,39718,1,2
39582,39719,1,2
39583,39720,1,1
39584,39721,1,2
39585,39722,1,2
39586,39723,1,1
39587,39724,1,1
39588,39725,1,2
39589,39726,1,2
39590,39727,1,2
39591,39728,1,2
39592,39729,1,2
39593,39730,2,2
39594,39731,2,2
39595,39732,1,1
39596,39733,1,2
39597,39734,1,1
39598,39735,1,1
39599,39736,1,2
39600,39737,1,2
39601,39738,2,2
39602,39739,1,2
39603,39740,1,2
39604,39741,2,2
39605,39742,2,2
39606,39743,1,1
39607,39744,1,1
39608,39745,2,2
39609,39746,2,2
39610,39747,2,2
39611,39748,1,1
39612,39749,1,2
39613,39750,2,2
39614,39751,1,2
39615,39752,1,2
39616,39753,1,2
39617,39754,2,2
39618,39755,1,2
39619,39756,1,2
39620,39757,2,2
39621,39758,1,2
39622,39759,1,2
39623,39760,2,2
39624,39761,1,1
39625,39762,1,2
39626,39763,1,2
39627,39764,1,2
39628,39765,1,1
39629,39766,1,2
39630,39767,1,2
39631,39768,1,2
39632,39769,1,2
39633,39770,2,2
39634,39771,1,2
39635,39772,1,2
39636,39773,1,2
39637,39774,1,2
39638,39775,1,1
39639,39776,1,1
39640,39777,1,2
39641,39778,1,1
39642,39779,1,2
39643,39780,3,2
39644,39781,1,2
39645,39782,3,2
39646,39783,3,2
39647,39784,1,2
39648,39785,1,2
39649,39786,3,2
39650,39787,1,2
39651,39788,1,2
39652,39789,1,2
39653,39790,1,2
39654,39791,1,1
39655,39792,1,1
39656,39793,1,2
39657,39794,1,1
39658,39795,1,2
39659,39796,1,1
39660,39797,1,1
39661,39798,2,2
39662,39799,1,2
39663,39800,2,2
39664,39801,1,2
39665,39802,2,2
39666,39803,1,1
39667,39804,1,2
39668,39805,2,2
39669,39806,1,1
39670,39807,1,1
39671,39808,1,1
39672,39809,1,1
39673,39810,1,1
39674,39811,1,1
39675,39812,1,8
39676,39813,1,8
39677,39814,1,8
39678,39815,1,8
39679,39816,1,8
39680,39817,1,8
39681,39818,25,7
39682,39819,1,8
39683,39820,1,8
39684,39821,1,8
39685,39822,1,8
39686,39823,1,8
39687,39824,1,8
39688,39825,25,7
39689,39826,1,8
39690,39827,1,8
39691,39828,1,8
39692,39829,1,8
39693,39830,1,8
39694,39831,1,8
39695,39832,25,7
39696,39833,1,8
39697,39834,1,8
39698,39835,1,8
39699,39836,1,8
39700,39837,1,8
39701,39838,1,8
39702,39839,1,8
39703,39840,1,8
39704,39841,35,7
39705,39842,1,9
39706,39843,1,9
39707,39844,1,9
39708,39845,1,9
39837,39974,1,2
39838,39975,1,2
39839,39976,0,3
39840,39977,1,2
39841,39978,1,2
39842,39979,1,2
39843,39980,1,2
39844,39981,2,2
39845,39982,1,1
39846,39983,1,2
39847,39984,1,2
39848,39985,1,2
39849,39986,1,2
39850,39987,1,2
39851,39988,1,1
39852,39989,1,2
39853,39990,1,2
39854,39991,1,2
39855,39992,1,1
39856,39993,2,2
39857,39994,1,2
39858,39995,1,2
39859,39996,3,2
39860,39997,3,2
39861,39998,1,2
39862,39999,1,2
39863,40000,1,2
39864,40001,1,2
39865,40002,2,2
39866,40003,1,2
39867,40004,1,2
39868,40005,1,2
39869,40006,1,2
39870,40007,3,2
39871,40008,1,2
39872,40009,1,2
39873,40010,1,2
39874,40011,1,1
39875,40012,1,1
39876,40013,1,1
39877,40014,1,1
39878,40015,1,1
39879,40016,1,1
39880,40017,1,2
39881,40018,1,1
39882,40019,1,1
39883,40020,1,2
39884,40021,1,2
39885,40022,1,2
39886,40023,1,2
39887,40024,2,2
39888,40025,1,2
39889,40026,1,2
39890,40027,2,2
39891,40028,2,2
39892,40029,1,2
39893,40030,2,2
39894,40031,1,2
39895,40032,1,2
39896,40033,1,1
39897,40034,1,2
39898,40035,1,0
39899,40036,1,0
39900,40037,1,1
39901,40038,1,2
39902,40039,2,2
39903,40040,1,2
39904,40041,2,2
39905,40042,1,2
39906,40043,1,2
39907,40044,1,1
39908,40045,1,2
39909,40046,1,2
39910,40047,2,2
39911,40048,1,2
39912,40049,1,2
39913,40050,1,1
39914,40051,1,2
39915,40052,2,2
39916,40053,1,2
39917,40054,2,2
39918,40055,1,2
39919,40056,1,1
39920,40057,1,2
39921,40058,2,2
39922,40059,1,2
39923,40060,2,2
39924,40061,1,2
39925,40062,1,2
39926,40063,2,2
39927,40064,1,1
39928,40065,1,2
39929,40066,1,2
39930,40067,1,1
39931,40068,1,2
39932,40069,1,1
39933,40070,1,2
39934,40071,1,2
39935,40072,1,2
39936,40073,1,1
39937,40074,1,2
39938,40075,1,2
39939,40076,1,1
39940,40077,1,2
39941,40078,1,2
39942,40079,2,2
39943,40080,2,2
39944,40081,2,2
39945,40082,1,2
39946,40083,1,1
39947,40084,1,1
39948,40085,1,2
39949,40086,2,2
39950,40087,1,2
39951,40088,1,1
39952,40089,1,2
39953,40090,2,2
39954,40091,1,1
39955,40092,2,2
39956,40093,1,2
39957,40094,1,2
39958,40095,1,1
39959,40096,1,1
39960,40097,2,2
39961,40098,1,1
39962,40099,1,2
39963,40100,1,1
39964,40101,1,1
40171,40308,1,2
40172,40309,1,2
40173,40310,2,2
40174,40311,1,2
40175,40312,2,2
40176,40313,1,2
40177,40314,2,2
40178,40315,2,2
40179,40316,1,2
40180,40317,1,1
40181,40318,1,2
40182,40319,1,1
40183,40320,2,2
40184,40321,1,2
40185,40322,1,2
40186,40323,1,1
40187,40324,1,1
40188,40325,1,2
40189,40326,1,2
40190,40327,1,1
40191,40328,2,2
40192,40329,1,1
40193,40330,1,2
40194,40331,1,2
40195,40332,1,2
40196,40333,1,1
40197,40334,1,2
40198,40335,1,1
40199,40336,1,2
40200,40337,1,1
40201,40338,2,2
40202,40339,1,2
40203,40340,1,2
40204,40341,2,2
40205,40342,1,1
40206,40343,1,2
40207,40344,1,1
40208,40345,1,1
40209,40346,1,1
40210,40347,1,2
40211,40348,1,2
40212,40349,1,1
40213,40350,1,2
40214,40351,1,2
40215,40352,2,2
40216,40353,1,2
40217,40354,1,2
40218,40355,1,2
40219,40356,2,2
40220,40357,1,2
40221,40358,2,2
40222,40359,2,2
40223,40360,1,2
40224,40361,1,1
40225,40362,1,2
40226,40363,1,1
40227,40364,2,2
40228,40365,1,1
40229,40366,1,2
40230,40367,1,2
40231,40368,1,2
40232,40369,1,2
40233,40370,2,2
40234,40371,1,1
40235,40372,1,2
40236,40373,2,2
40237,40374,1,1
40238,40375,1,2
40239,40376,2,2
40240,40377,1,2
40241,40378,1,2
40242,40379,2,2
40243,40380,1,2
40244,40381,1,1
40245,40382,1,1
40246,40383,1,2
40247,40384,1,2
40248,40385,1,2
40249,40386,1,2
40250,40387,1,2
40251,40388,1,2
40252,40389,1,2
40253,40390,1,2
40254,40391,1,2
40255,40392,1,2
40256,40393,1,2
40257,40394,1,1
40258,40395,1,1
40259,40396,1,2
40260,40397,1,2
40261,40398,1,2
40262,40399,1,1
40263,40400,1,2
40264,40401,1,2
40265,40402,2,2
40266,40403,1,1
40267,40404,2,2
40268,40405,1,2
40269,40406,1,2
40270,40407,1,1
40271,40408,1,2
40272,40409,1,1
40273,40410,1,2
40274,40411,2,2
40275,40412,1,2
40276,40413,1,1
40277,40414,1,2
40278,40415,2,2
40279,40416,1,1
40280,40417,2,2
40281,40418,1,1
40282,40419,1,2
40283,40420,1,1
40284,40421,1,2
40285,40422,1,2
40286,40423,1,2
40287,40424,1,1
40288,40425,1,1
40289,40426,1,2
40290,40427,1,1
40291,40428,1,2
40292,40429,1,2
40293,40430,1,2
40294,40431,1,2
40295,40432,1,1
40296,40433,2,2
40297,40434,1,1
40298,40435,1,1
40299,40436,1,2
40300,40437,1,1
40301,40438,2,2
40302,40439,2,2
40303,40440,1,1
40304,40441,1,1
40305,40442,1,1
40306,40443,1,2
40307,40444,2,2
40308,40445,1,2
40309,40446,1,2
40310,40447,2,2
40311,40448,1,1
40312,40449,1,1
40313,40450,2,2
40314,40451,1,1
40315,40452,1,2
40316,40453,1,2
40317,40454,1,1
40318,40455,2,2
40319,40456,1,1
40320,40457,1,1
40321,40458,1,1
40322,40459,1,2
40323,40460,1,1
40324,40461,1,1
40325,40462,1,1
40326,40463,2,2
40327,40464,1,2
40328,40465,1,2
40329,40466,1,2
40330,40467,1,1
40331,40468,1,1
40332,40469,2,2
40333,40470,1,1
40334,40471,1,2
40335,40472,2,2
40336,40473,1,1
40337,40474,1,2
40338,40475,1,2
40339,40476,1,2
40340,40477,2,2
40341,40478,2,2
40342,40479,2,2
40343,40480,1,1
40344,40481,2,2
40345,40482,1,1
40346,40483,1,1
40347,40484,2,2
40348,40485,2,2
40349,40486,1,1
40350,40487,1,1
40351,40488,1,1
40352,40489,2,2
40353,40490,1,2
40354,40491,1,2
40355,40492,1,1
40356,40493,1,1
40357,40494,1,2
40358,40495,1,1
40359,40496,1,1
40360,40497,1,2
40361,40498,1,2
40362,40499,1,1
40363,40500,1,1
40364,40501,1,1
40365,40502,1,2
40366,40503,1,2
40367,40504,1,1
40368,40505,1,2
40369,40506,1,2
40370,40507,1,1
40371,40508,1,1
40372,40509,1,2
40373,40510,1,1
40374,40511,1,1
40375,40512,1,1
40376,40513,1,1
40583,40720,1,2
40584,40721,1,2
40585,40722,1,2
40586,40723,2,2
40587,40724,1,2
40588,40725,2,2
40589,40726,1,2
40590,40727,2,2
40591,40728,2,2
40592,40729,1,2
40593,40730,1,1
40594,40731,1,2
40595,40732,1,1
40596,40733,2,2
40597,40734,1,2
40598,40735,1,2
40599,40736,1,1
40600,40737,1,1
40601,40738,1,2
40602,40739,1,2
40603,40740,1,1
40604,40741,2,2
40605,40742,1,1
40606,40743,1,2
40607,40744,1,2
40608,40745,1,2
40609,40746,1,1
40610,40747,1,2
40611,40748,1,1
40612,40749,1,2
40613,40750,1,1
40614,40751,2,2
40615,40752,1,2
40616,40753,1,2
40617,40754,2,2
40618,40755,1,1
40619,40756,1,2
40620,40757,1,1
40621,40758,1,1
40622,40759,1,1
40623,40760,1,2
40624,40761,1,2
40625,40762,1,1
40626,40763,1,2
40627,40764,1,2
40628,40765,2,2
40629,40766,1,2
40630,40767,1,2
40631,40768,1,2
40632,40769,2,2
40633,40770,1,2
40634,40771,2,2
40635,40772,2,2
40636,40773,1,2
40637,40774,1,1
40638,40775,1,2
40639,40776,1,1
40640,40777,2,2
40641,40778,1,1
40642,40779,1,2
40643,40780,1,2
40644,40781,1,2
40645,40782,1,2
40646,40783,2,2
40647,40784,1,1
40648,40785,1,2
40649,40786,2,2
40650,40787,1,1
40651,40788,1,2
40652,40789,2,2
40653,40790,1,2
40654,40791,2,2
40655,40792,1,2
40656,40793,1,1
40657,40794,1,1
40658,40795,1,2
40659,40796,1,2
40660,40797,1,2
40661,40798,1,2
40662,40799,1,2
40663,40800,1,2
40664,40801,1,2
40665,40802,1,2
40666,40803,1,2
40667,40804,1,2
40668,40805,1,2
40669,40806,1,1
40670,40807,1,1
40671,40808,1,2
40672,40809,1,2
40673,40810,1,2
40674,40811,1,1
40675,40812,1,2
40676,40813,1,2
40677,40814,2,2
40678,40815,1,1
40679,40816,2,2
40680,40817,1,2
40681,40818,1,2
40682,40819,1,1
40683,40820,1,2
40684,40821,1,1
40685,40822,1,2
40686,40823,2,2
40687,40824,1,2
40688,40825,1,1
40689,40826,1,2
40690,40827,2,2
40691,40828,1,1
40692,40829,2,2
40693,40830,1,1
40694,40831,1,2
40695,40832,1,1
40696,40833,1,2
40697,40834,1,2
40698,40835,1,2
40699,40836,1,1
40700,40837,1,1
40701,40838,1,2
40702,40839,1,1
40703,40840,1,2
40704,40841,1,2
40705,40842,1,2
40706,40843,1,2
40707,40844,1,1
40708,40845,2,2
40709,40846,1,1
40710,40847,1,1
40711,40848,1,2
40712,40849,1,1
40713,40850,2,2
40714,40851,2,2
40715,40852,1,1
40716,40853,1,1
40717,40854,1,1
40718,40855,1,2
40719,40856,2,2
40720,40857,1,2
40721,40858,1,2
40722,40859,2,2
40723,40860,1,1
40724,40861,1,1
40725,40862,2,2
40726,40863,1,1
40727,40864,1,2
40728,40865,1,2
40729,40866,1,1
40730,40867,2,2
40731,40868,1,1
40732,40869,1,1
40733,40870,1,1
40734,40871,1,2
40735,40872,1,1
40736,40873,1,1
40737,40874,1,1
40738,40875,2,2
40739,40876,1,2
40740,40877,1,2
40741,40878,1,2
40742,40879,1,1
40743,40880,1,1
40744,40881,2,2
40745,40882,1,1
40746,40883,1,2
40747,40884,2,2
40748,40885,1,1
40749,40886,1,2
40750,40887,1,2
40751,40888,1,2
40752,40889,2,2
40753,40890,2,2
40754,40891,2,2
40755,40892,1,1
40756,40893,2,2
40757,40894,1,1
40758,40895,1,1
40759,40896,2,2
40760,40897,2,2
40761,40898,1,1
40762,40899,1,1
40763,40900,1,1
40764,40901,2,2
40765,40902,1,2
40766,40903,1,2
40767,40904,1,1
40768,40905,1,1
40769,40906,1,2
40770,40907,1,1
40771,40908,1,1
40772,40909,1,2
40773,40910,1,2
40774,40911,1,1
40775,40912,1,1
40776,40913,1,1
40777,40914,1,2
40778,40915,1,2
40779,40916,1,1
40780,40917,1,2
40781,40918,1,2
40782,40919,1,1
40783,40920,1,1
40784,40921,1,2
40785,40922,1,1
40786,40923,1,1
40787,40924,1,1
40788,40925,1,1
40789,40926,1,8
40790,40927,1,8
40791,40928,1,8
40792,40929,1,8
40793,40930,1,8
40794,40931,1,8
40795,40932,25,7
40796,40933,1,8
40797,40934,1,8
40798,40935,1,8
40799,40936,1,8
40800,40937,1,8
40801,40938,1,8
40802,40939,25,7
40803,40940,1,8
40804,40941,1,8
40805,40942,1,8
40806,40943,1,8
40807,40944,1,8
40808,40945,1,8
40809,40946,25,7
40810,40947,1,8
40811,40948,1,8
40812,40949,1,8
40813,40950,1,8
40814,40951,1,8
40815,40952,1,8
40816,40953,1,8
40817,40954,1,8
40818,40955,35,7
40819,40956,1,9
40820,40957,1,9
40821,40958,1,9
40822,40959,1,9
40823,40960,1,8
40824,40961,1,8
40825,40962,1,8
40826,40963,1,8
40827,40964,1,8
40828,40965,1,8
40829,40966,25,7
40830,40967,1,8
40831,40968,1,8
40832,40969,1,8
40833,40970,1,8
40834,40971,1,8
40835,40972,1,8
40836,40973,25,7
40837,40974,1,8
40838,40975,1,8
40839,40976,1,8
40840,40977,1,8
40841,40978,1,8
40842,40979,1,8
40843,40980,1,8
40844,40981,30,7
40845,40982,1,8
40846,40983,1,8
40847,40984,1,8
40848,40985,1,8
40849,40986,1,8
40850,40987,1,8
40851,40988,1,8
40852,40989,30,7
40853,40990,1,8
40854,40991,1,8
40855,40992,1,8
40856,40993,1,8
40857,40994,1,8
40858,40995,1,8
40859,40996,1,8
40860,40997,30,7
40861,40998,1,9
40862,40999,1,9
40863,41000,1,9
40864,41001,1,9
40865,41002,1,9
41558,41695,1,1
41559,41696,1,1
41560,41697,1,1
41561,41698,1,2
41562,41699,2,2
41563,41700,1,2
41564,41701,1,2
41565,41702,1,1
41566,41703,1,2
41567,41704,3,2
41568,41705,1,2
41569,41706,2,2
41570,41707,1,1
41571,41708,1,2
41572,41709,1,2
41573,41710,3,2
41574,41711,1,2
41575,41712,1,2
41576,41713,1,2
41577,41714,2,2
41578,41715,1,2
41579,41716,1,1
41580,41717,1,2
41581,41718,2,2
41582,41719,1,1
41583,41720,1,2
41584,41721,1,2
41585,41722,2,2
41586,41723,1,1
41587,41724,1,2
41588,41725,1,2
41589,41726,1,2
41590,41727,1,2
41591,41728,1,2
41592,41729,1,1
41593,41730,2,2
41594,41731,1,2
41595,41732,2,2
41596,41733,1,2
41597,41734,1,2
41598,41735,1,2
41599,41736,2,2
41600,41737,1,2
41601,41738,1,1
41602,41739,2,2
41603,41740,1,2
41604,41741,1,2
41605,41742,1,2
41606,41743,1,2
41607,41744,1,2
41608,41745,1,2
41609,41746,1,2
41610,41747,1,2
41611,41748,1,2
41612,41749,1,1
41613,41750,1,1
41614,41751,1,2
41615,41752,1,1
41616,41753,1,1
41617,41754,1,2
41618,41755,1,2
41619,41756,1,1
41620,41757,1,2
41621,41758,1,2
41622,41759,1,2
41623,41760,1,1
41624,41761,1,2
41625,41762,1,1
41626,41763,1,2
41627,41764,1,2
41628,41765,1,2
41629,41766,2,2
41630,41767,1,2
41631,41768,1,2
41632,41769,1,2
41633,41770,1,1
41634,41771,1,1
41635,41772,2,2
41636,41773,1,2
41637,41774,1,2
41638,41775,1,2
41639,41776,1,1
41640,41777,1,1
41641,41778,1,2
41642,41779,1,2
41643,41780,2,2
41644,41781,1,2
41645,41782,1,2
41646,41783,1,2
41647,41784,2,2
41648,41785,1,2
41649,41786,1,2
41650,41787,2,2
41651,41788,1,2
41652,41789,1,1
41653,41790,1,1
41654,41791,1,2
41655,41792,1,2
41656,41793,1,2
41657,41794,1,2
41658,41795,1,1
41659,41796,1,2
41660,41797,1,2
41661,41798,1,2
41662,41799,1,2
41663,41800,1,2
41664,41801,1,1
41665,41802,2,2
41666,41803,1,2
41667,41804,1,2
41668,41805,2,2
41669,41806,1,2
41670,41807,2,2
41671,41808,1,1
41672,41809,1,1
41673,41810,1,1
41674,41811,3,2
41675,41812,1,2
41676,41813,1,1
41677,41814,2,2
41678,41815,1,1
41679,41816,1,1
41680,41817,1,1
41681,41818,2,2
41682,41819,1,2
41683,41820,1,2
41684,41821,2,2
41685,41822,1,2
41686,41823,1,1
41687,41824,1,2
41688,41825,1,2
41689,41826,1,1
41690,41827,2,2
41691,41828,1,2
41692,41829,1,1
41693,41830,1,2
41694,41831,2,2
41695,41832,1,1
41696,41833,2,2
41697,41834,1,2
41698,41835,2,2
41699,41836,1,1
41700,41837,1,1
41701,41838,1,2
41702,41839,2,2
41703,41840,1,1
41704,41841,3,2
41705,41842,2,2
41706,41843,1,1
41707,41844,1,2
41708,41845,1,2
41709,41846,2,2
41710,41847,1,2
41711,41848,3,2
41712,41849,2,2
41713,41850,1,1
41714,41851,2,2
41715,41852,1,2
41716,41853,1,2
41717,41854,1,2
41718,41855,1,2
41719,41856,1,1
41720,41857,1,1
41721,41858,1,1
41722,41859,1,2
41723,41860,1,2
41724,41861,1,2
41725,41862,1,2
41726,41863,1,1
41727,41864,1,1
41728,41865,1,2
41729,41866,1,1
41730,41867,1,1
41894,42031,2,2
41895,42032,2,2
41896,42033,2,2
41897,42034,2,2
41898,42035,2,2
41899,42036,2,2
41900,42037,3,2
41901,42038,1,2
41902,42039,1,2
41903,42040,2,2
41904,42041,1,1
41905,42042,1,1
41906,42043,1,1
41907,42044,1,1
41908,42045,1,1
41909,42046,1,1
41910,42047,1,1
41911,42048,1,2
41912,42049,1,1
41913,42050,1,1
41914,42051,2,2
41915,42052,1,2
41916,42053,2,2
41917,42054,1,2
41918,42055,1,1
41919,42056,1,1
41920,42057,1,1
41921,42058,2,2
41922,42059,2,2
41923,42060,2,2
41924,42061,1,1
41925,42062,2,2
41926,42063,2,2
41927,42064,1,2
41928,42065,2,2
41929,42066,1,1
41930,42067,2,2
41931,42068,1,2
41932,42069,1,2
41933,42070,1,1
41934,42071,1,2
41935,42072,1,1
41936,42073,1,2
41937,42074,1,1
41938,42075,1,1
41939,42076,1,2
41940,42077,1,2
41941,42078,3,2
41942,42079,1,2
41943,42080,1,2
41944,42081,1,1
41945,42082,1,1
41946,42083,1,1
41947,42084,1,2
41948,42085,2,2
41949,42086,2,2
41950,42087,1,2
41951,42088,2,2
41952,42089,1,1
41953,42090,2,2
41954,42091,1,1
41955,42092,2,2
41956,42093,1,2
41957,42094,1,1
41958,42095,1,2
41959,42096,2,2
41960,42097,2,2
41961,42098,2,2
41962,42099,1,1
41963,42100,2,2
41964,42101,1,2
41965,42102,2,2
41966,42103,2,2
41967,42104,2,2
41968,42105,2,2
41969,42106,1,2
41970,42107,1,2
41971,42108,1,2
41972,42109,1,2
41973,42110,2,2
41974,42111,2,2
41975,42112,1,2
41976,42113,1,2
41977,42114,1,2
41978,42115,1,2
41979,42116,1,2
41980,42117,1,2
41981,42118,1,2
41982,42119,1,1
41983,42120,1,1
41984,42121,2,2
41985,42122,1,1
41986,42123,1,1
41987,42124,2,2
41988,42125,1,2
41989,42126,1,1
41990,42127,1,2
41991,42128,1,2
41992,42129,2,2
41993,42130,1,1
41994,42131,2,2
41995,42132,1,1
41996,42133,1,1
41997,42134,1,1
41998,42135,1,1
41999,42136,1,1
42000,42137,1,1
42001,42138,2,2
42002,42139,2,2
42003,42140,1,2
42004,42141,2,2
42005,42142,2,2
42006,42143,2,2
42007,42144,1,1
42008,42145,2,2
42009,42146,2,2
42010,42147,1,1
42011,42148,1,1
42012,42149,3,2
42013,42150,1,2
42014,42151,2,2
42015,42152,2,2
42016,42153,3,2
42017,42154,1,1
42018,42155,1,1
42019,42156,1,1
42020,42157,2,2
42021,42158,1,1
42022,42159,1,1
42023,42160,1,1
42024,42161,2,2
42025,42162,1,2
42026,42163,2,2
42027,42164,2,2
42028,42165,1,1
42029,42166,2,2
42030,42167,2,2
42031,42168,1,2
42032,42169,1,2
42033,42170,1,2
42034,42171,2,2
42035,42172,1,1
42036,42173,1,1
42037,42174,2,2
42038,42175,2,2
42039,42176,3,2
42040,42177,1,2
42041,42178,1,1
42042,42179,1,1
42043,42180,3,2
42044,42181,2,2
42045,42182,1,2
42046,42183,1,1
42047,42184,2,2
42048,42185,1,2
42049,42186,1,2
42050,42187,2,2
42051,42188,1,2
42052,42189,3,2
42053,42190,2,2
42054,42191,2,2
42055,42192,1,1
42056,42193,1,1
42263,42400,1,2
42264,42401,1,2
42265,42402,1,2
42266,42403,2,2
42267,42404,1,2
42268,42405,2,2
42269,42406,1,2
42270,42407,2,2
42271,42408,2,2
42272,42409,1,2
42273,42410,1,1
42274,42411,1,2
42275,42412,1,1
42276,42413,2,2
42277,42414,1,2
42278,42415,1,2
42279,42416,1,1
42280,42417,1,1
42281,42418,1,2
42282,42419,1,2
42283,42420,1,1
42284,42421,2,2
42285,42422,1,1
42286,42423,1,2
42287,42424,1,2
42288,42425,1,2
42289,42426,1,1
42290,42427,1,2
42291,42428,1,1
42292,42429,1,2
42293,42430,1,1
42294,42431,2,2
42295,42432,1,2
42296,42433,1,2
42297,42434,2,2
42298,42435,1,1
42299,42436,1,2
42300,42437,1,1
42301,42438,1,1
42302,42439,1,1
42303,42440,1,2
42304,42441,1,2
42305,42442,1,1
42306,42443,1,2
42307,42444,1,2
42308,42445,2,2
42309,42446,1,2
42310,42447,1,2
42311,42448,1,2
42312,42449,2,2
42313,42450,1,2
42314,42451,2,2
42315,42452,1,2
42316,42453,1,2
42317,42454,1,1
42318,42455,1,2
42319,42456,1,1
42320,42457,2,2
42321,42458,1,1
42322,42459,1,2
42323,42460,1,2
42324,42461,1,2
42325,42462,1,2
42326,42463,2,2
42327,42464,1,1
42328,42465,1,2
42329,42466,2,2
42330,42467,1,1
42331,42468,1,2
42332,42469,2,2
42333,42470,1,2
42334,42471,2,2
42335,42472,1,2
42336,42473,1,1
42337,42474,1,1
42338,42475,1,2
42339,42476,1,2
42340,42477,1,2
42341,42478,1,2
42342,42479,1,2
42343,42480,1,2
42344,42481,1,2
42345,42482,2,2
42346,42483,1,2
42347,42484,1,2
42348,42485,1,2
42349,42486,1,1
42350,42487,1,1
42351,42488,1,2
42352,42489,1,2
42353,42490,1,2
42354,42491,1,1
42355,42492,1,2
42356,42493,1,2
42357,42494,2,2
42358,42495,1,1
42359,42496,2,2
42360,42497,1,2
42361,42498,1,2
42362,42499,1,1
42363,42500,1,2
42364,42501,1,1
42365,42502,1,2
42366,42503,2,2
42367,42504,1,2
42368,42505,1,1
42369,42506,1,2
42370,42507,2,2
42371,42508,1,1
42372,42509,2,2
42373,42510,1,1
42374,42511,1,2
42375,42512,1,1
42376,42513,1,2
42377,42514,1,2
42378,42515,1,2
42379,42516,1,1
42380,42517,1,1
42381,42518,1,2
42382,42519,1,1
42383,42520,1,2
42384,42521,1,2
42385,42522,1,2
42386,42523,1,2
42387,42524,1,1
42388,42525,2,2
42389,42526,1,1
42390,42527,1,1
42391,42528,1,2
42392,42529,1,1
42393,42530,2,2
42394,42531,2,2
42395,42532,1,1
42396,42533,1,1
42397,42534,1,1
42398,42535,1,2
42399,42536,2,2
42400,42537,1,2
42401,42538,1,2
42402,42539,2,2
42403,42540,1,1
42404,42541,1,1
42405,42542,2,2
42406,42543,1,1
42407,42544,1,2
42408,42545,1,2
42409,42546,1,1
42410,42547,2,2
42411,42548,1,1
42412,42549,1,1
42413,42550,1,1
42414,42551,1,2
42415,42552,1,1
42416,42553,1,1
42417,42554,1,1
42418,42555,2,2
42419,42556,1,2
42420,42557,1,2
42421,42558,1,2
42422,42559,1,1
42423,42560,1,1
42424,42561,2,2
42425,42562,1,1
42426,42563,1,2
42427,42564,2,2
42428,42565,1,1
42429,42566,1,2
42430,42567,1,2
42431,42568,1,2
42432,42569,2,2
42433,42570,2,2
42434,42571,2,2
42435,42572,1,1
42436,42573,2,2
42437,42574,1,1
42438,42575,1,1
42439,42576,2,2
42440,42577,2,2
42441,42578,1,1
42442,42579,1,1
42443,42580,1,1
42444,42581,2,2
42445,42582,1,2
42446,42583,1,2
42447,42584,1,1
42448,42585,1,1
42449,42586,1,2
42450,42587,1,1
42451,42588,1,1
42452,42589,1,2
42453,42590,1,2
42454,42591,1,1
42455,42592,1,1
42456,42593,1,1
