ID,SpellID,Slot,ModifiedCraftingReagentSlotID,Field_9_0_1_35679_003
3422,338983,0,78,0
3423,332053,0,78,0
3424,332018,0,78,0
3425,309202,0,110,0
3426,338982,0,78,0
3427,332052,0,78,0
3428,332017,0,78,0
3429,309201,0,110,0
3430,338981,0,78,0
3431,332051,0,78,0
3432,332016,0,78,0
3433,309200,0,110,0
3434,338980,0,78,0
3435,332049,0,78,0
3436,332014,0,78,0
3437,309198,0,110,0
3438,338979,0,78,0
3439,332050,0,78,0
3440,332015,0,78,0
3441,309199,0,110,0
3442,338978,0,78,0
3443,332074,0,78,0
3444,332039,0,78,0
3445,327920,0,110,0
3446,338977,0,78,0
3447,332075,0,78,0
3448,332040,0,78,0
3449,327921,0,110,0
3450,338976,0,78,0
3451,332041,0,78,0
3452,332006,0,78,0
3453,307705,0,110,0
3454,338975,0,78,0
3455,332042,0,78,0
3456,332007,0,78,0
3457,307706,0,110,0
3458,338974,0,78,0
3459,332043,0,78,0
3460,332008,0,78,0
3461,307707,0,110,0
3462,338972,0,78,0
3463,332044,0,78,0
3464,332009,0,78,0
3465,307708,0,110,0
3466,338971,0,78,0
3467,332045,0,78,0
3468,332010,0,78,0
3469,307709,0,110,0
3470,338970,0,78,0
3471,332046,0,78,0
3472,332011,0,78,0
3473,307710,0,110,0
3474,338969,0,78,0
3475,332047,0,78,0
3476,332012,0,78,0
3477,307711,0,110,0
3478,338968,0,78,0
3479,332048,0,78,0
3480,332013,0,78,0
3481,307712,0,110,0
3482,310898,3,79,0
3483,307200,1,79,0
3484,309231,3,79,0
3485,309232,3,79,0
3486,309233,3,79,0
3487,309234,3,79,0
3488,309235,3,79,0
3489,309236,3,79,0
3490,309237,3,79,0
3491,309238,3,79,0
3492,309239,3,79,0
3493,309240,3,79,0
3494,309241,3,79,0
3495,309242,3,79,0
3496,309243,3,79,0
3497,309244,3,79,0
3498,309245,3,79,0
3499,310501,3,79,0
3500,310504,3,79,0
3501,310507,3,79,0
3502,310509,3,79,0
3503,310896,3,79,0
3504,310897,3,79,0
3505,310899,3,79,0
3506,310900,3,79,0
3507,310901,3,79,0
3508,310902,3,79,0
3509,310903,3,79,0
3510,310904,3,79,0
3511,311884,2,79,0
3512,311885,2,79,0
3513,311886,2,79,0
3514,311887,2,79,0
3515,311906,2,79,0
3516,311907,2,79,0
3517,311908,2,79,0
3518,311909,2,79,0
3519,322587,3,79,0
3520,322588,3,79,0
3521,322589,3,79,0
3522,322590,3,79,0
3523,322591,3,79,0
3524,322593,3,79,0
3525,322594,3,79,0
3526,322595,3,79,0
3527,309230,3,79,0
