ID,Fidget,Index,CreatureSoundDataID
41392,167050,3,6989
41393,156306,0,6998
41394,167635,0,6999
41395,167636,1,6999
41396,176415,2,6999
41397,157002,0,7000
41398,157005,1,7000
41399,163684,2,7000
41400,163685,3,7000
41401,175632,1,7003
41402,168062,0,7005
41403,168063,1,7005
41404,174563,0,7006
41405,175626,1,7006
41406,176603,0,7015
41407,176604,0,7016
41408,168365,1,7018
41409,176611,2,7018
41410,168376,1,7019
41411,176612,2,7019
41412,168483,0,7023
41413,168485,1,7023
41414,168471,2,7023
41415,168478,3,7023
41416,168566,0,7025
41417,181707,0,7033
41418,168883,0,7035
41419,168886,1,7035
41420,168887,2,7035
41421,168888,3,7035
41422,168902,0,7037
41423,168903,1,7037
41424,168471,2,7037
41425,168478,3,7037
41426,168921,0,7038
41427,168923,2,7038
41428,168924,3,7038
41429,168941,0,7039
41430,168942,2,7039
41431,168943,3,7039
41432,168902,0,7040
41433,177717,1,7040
41434,168471,2,7040
41435,168478,3,7040
41436,169003,0,7041
41437,157002,0,7044
41438,157005,1,7044
41439,163684,2,7044
41440,163685,3,7044
41441,157002,0,7045
41442,157005,1,7045
41443,163684,2,7045
41444,163685,3,7045
41445,175152,0,7070
41446,175152,0,7072
41447,175153,0,7076
41448,175153,0,7077
41449,170397,0,7087
41450,170398,1,7087
41451,170397,0,7090
41452,170398,1,7090
41453,170397,0,7091
41454,170398,1,7091
41455,171783,0,7093
41456,176268,1,7093
41457,169103,0,7096
41458,169101,1,7096
41459,169095,2,7096
41460,169104,3,7096
41461,171772,0,7097
41462,171824,1,7097
41463,182756,2,7097
41464,171782,0,7098
41465,171823,1,7098
41466,171793,0,7099
41467,171821,1,7099
41468,165228,0,7100
41469,165227,0,7101
41470,172276,0,7104
41471,172277,1,7104
41472,172279,2,7104
41473,172280,3,7104
41474,172326,0,7108
41475,172327,1,7108
41476,172328,2,7108
41477,172329,3,7108
41478,172479,0,7110
41479,172480,1,7110
41480,172481,2,7110
41481,172482,3,7110
41482,173200,3,7116
41483,173200,3,7117
41484,174617,0,7127
41485,174618,1,7127
41486,174627,0,7128
41487,174628,1,7128
41488,175333,0,7131
41489,175333,1,7131
41490,175333,2,7131
41491,174872,3,7131
41492,175914,0,7138
41493,175902,1,7138
41494,154827,0,7140
41497,172422,2,7141
41498,172421,3,7141
41499,155010,0,7142
41500,176053,0,7143
41501,176475,0,7149
41502,176476,1,7149
41503,176477,2,7149
41504,176478,3,7149
41505,176507,1,7152
41506,176519,0,7153
41507,176556,0,7154
41508,176557,1,7154
41509,168902,0,7156
41510,176601,1,7156
41511,168471,2,7156
41512,168478,3,7156
41513,177604,0,7171
41514,177605,1,7171
41515,167635,0,7174
41516,167636,1,7174
41517,176415,2,7174
41518,177713,0,7175
41519,177714,1,7175
41520,168483,0,7176
41521,177717,1,7176
41522,168471,2,7176
41523,168478,3,7176
41524,168902,0,7177
41525,177717,1,7177
41526,168471,2,7177
41527,168478,3,7177
41528,177768,0,7178
41529,177769,1,7178
41530,177796,0,7179
41531,177794,1,7179
41532,177795,2,7179
41533,177836,3,7179
41534,177924,0,7182
41535,178713,0,7187
41536,178714,1,7187
41537,178712,2,7187
41538,178881,0,7188
41539,178882,1,7188
41540,178889,2,7188
41541,178881,0,7189
41542,178882,1,7189
41543,178883,2,7189
41544,178889,3,7189
41545,181485,0,7192
41546,181496,1,7192
41547,181497,2,7192
41548,181498,3,7192
41549,184513,0,7194
41550,179033,0,7195
41551,179085,0,7196
41552,179313,0,7205
41553,179314,1,7205
41554,179646,0,7212
41555,179645,1,7212
41556,179647,2,7212
41557,179648,3,7212
41558,179379,0,7213
41559,179589,0,7219
41560,179590,1,7219
41561,184073,2,7219
41562,184074,3,7219
41563,179923,0,7220
41564,179921,1,7220
41565,179996,3,7220
41566,180242,0,7222
41567,180243,1,7222
41568,180244,2,7222
41569,180245,3,7222
41570,180410,0,7223
41571,180321,0,7224
41572,180441,1,7224
41573,180440,2,7224
41574,180857,3,7224
41575,168902,0,7225
41576,180325,1,7225
41577,168471,2,7225
41578,168478,3,7225
41579,180453,0,7227
41580,181724,1,7227
41581,181725,2,7227
41582,181727,3,7227
41583,183209,0,7228
41584,181809,1,7228
41585,181810,2,7228
41586,181811,3,7228
41587,174912,0,7231
41588,180745,1,7231
41589,176621,2,7231
41590,174912,0,7232
41591,180745,1,7232
41592,176621,2,7232
41593,174912,0,7233
41594,180745,1,7233
41595,176621,2,7233
41596,174912,0,7234
41597,180748,1,7234
41598,176621,2,7234
41599,181694,0,7237
41600,181695,1,7237
41601,181696,2,7237
41602,181697,3,7237
41603,181717,0,7238
41604,181718,1,7238
41605,181715,2,7238
41606,184824,3,7238
41607,181923,0,7239
41608,174617,0,7244
41609,174618,1,7244
41610,182565,0,7256
41611,182566,1,7256
41612,182567,2,7256
41613,182568,3,7256
41614,182577,0,7257
41615,182578,1,7257
41616,182596,2,7259
41617,182608,0,7260
41618,182609,1,7260
41619,182610,2,7260
41620,182611,3,7260
41621,184513,0,7265
41622,187296,0,7267
41623,187315,1,7267
41624,187296,0,7268
41625,187315,1,7268
41626,187266,2,7268
41627,187426,3,7268
41628,182985,0,7271
41629,182986,1,7271
41630,183045,0,7276
41631,183046,1,7276
41632,183057,0,7277
41633,183058,1,7277
41634,183069,0,7278
41635,183070,1,7278
41636,183081,0,7279
41637,183082,1,7279
41638,183093,0,7280
41639,183094,1,7280
41640,183105,0,7281
41641,183106,1,7281
41642,183117,0,7282
41643,183118,1,7282
41644,183129,0,7283
41645,183130,1,7283
41646,183134,1,7284
41647,183135,3,7284
41648,182334,0,7285
41649,182336,1,7285
41650,183390,0,7287
41651,183406,0,7288
41652,183209,0,7295
41653,181809,1,7295
41654,181810,2,7295
41655,183656,0,7297
41656,183658,1,7297
41657,183659,2,7297
41658,416,0,7301
41659,414,1,7301
41660,157002,0,7305
41661,157005,1,7305
41662,163684,2,7305
41663,163685,3,7305
41664,157002,0,7306
41665,157005,1,7306
41666,163684,2,7306
41667,163685,3,7306
41668,172479,0,7308
41669,172480,1,7308
41670,172481,2,7308
41671,172482,3,7308
41672,182334,0,7317
41673,182336,1,7317
41674,176556,0,7318
41675,176557,1,7318
41676,184544,2,7318
41677,184545,3,7318
41678,184546,0,7319
41679,184547,1,7319
41680,184549,2,7319
41681,184559,0,7320
41682,184560,1,7320
41683,184570,0,7321
41684,184571,1,7321
41685,184583,0,7322
41686,184585,1,7322
41687,184595,0,7323
41688,184596,1,7323
41689,184597,2,7323
41690,184598,3,7323
41691,184763,0,7326
41692,184764,1,7326
41693,184761,2,7326
41694,184775,0,7327
41695,184776,1,7327
41696,184777,2,7327
41697,184821,3,7327
41698,184789,0,7328
41699,184790,1,7328
41700,184821,2,7328
41701,184820,3,7328
41702,184802,0,7329
41703,184803,1,7329
41704,184824,2,7329
41705,184823,3,7329
41706,184815,0,7330
41707,184816,1,7330
41708,184813,2,7330
41709,184874,0,7331
41710,184875,1,7331
41711,184886,0,7332
41712,184887,1,7332
41713,171782,0,7333
41714,171823,1,7333
41715,185429,0,7341
41716,185430,1,7341
41717,185439,0,7342
41718,185440,1,7342
41719,185452,0,7343
41720,185453,1,7343
41721,185490,0,7345
41722,185491,1,7345
41723,185492,2,7345
41724,185493,3,7345
41725,185871,0,7346
41726,185494,1,7346
41727,185496,2,7346
41730,184815,0,7366
41731,184816,1,7366
41732,186580,0,7367
41733,186586,1,7367
41734,186581,2,7367
41735,174617,0,7368
41736,174618,1,7368
41737,171758,0,7369
41738,186858,0,7371
41739,186859,1,7371
41740,186860,2,7371
41741,186870,3,7371
41742,186958,0,7382
41743,186959,1,7382
41744,186960,2,7382
41745,186961,3,7382
41746,185429,0,7384
41747,185430,1,7384
41748,187171,0,7399
41749,187186,0,7400
41750,187198,0,7401
41751,187217,0,7402
41752,187218,1,7402
41753,187230,0,7404
41754,187231,1,7404
41755,187249,0,7405
41756,187250,1,7405
41757,187260,0,7406
41758,187261,1,7406
41759,187317,0,7407
41760,187316,1,7407
41761,187296,0,7409
41762,187315,1,7409
41763,187314,0,7411
41770,187455,0,7417
41771,187454,1,7417
41772,187456,2,7417
41773,187457,0,7418
41774,187458,1,7418
41775,187459,2,7418
41794,187532,0,7431
41795,187533,1,7431
41814,187673,0,7437
41815,187685,3,7437
41822,187731,0,7441
41823,187758,4,7382
41824,187759,5,7382
41825,187760,6,7382
41826,187761,7,7382
41827,187762,0,7434
41829,187763,12,7382
41830,187766,8,7382
41831,187767,9,7382
41875,187457,3,7417
41876,187459,4,7417
41877,187457,3,7418
41878,187459,4,7418
41879,189519,0,7419
41880,189521,1,7419
41881,189520,2,7419
41882,189523,3,7419
41883,189522,4,7419
41884,189524,5,7419
41885,187458,5,7418
41886,187458,5,7417
41889,32059,0,7448
41890,187849,0,7450
41891,187850,1,7450
41892,187851,2,7450
41894,187852,4,7450
41895,187853,5,7450
41896,187854,6,7450
41897,187855,7,7450
41898,187856,8,7450
41899,187857,9,7450
41901,187858,0,7449
41903,188928,0,7451
41904,187896,1,7451
41905,187895,2,7451
41906,187890,4,7451
41907,187887,5,7451
41908,187886,6,7451
41909,187894,7,7451
41910,187892,8,7451
41911,187891,9,7451
41912,187902,12,7451
41913,187903,13,7451
41914,187904,14,7451
41915,187905,15,7451
41916,187158,0,7398
41917,187162,1,7398
41918,187950,0,7457
41919,187954,0,7458
41920,187955,1,7458
41921,187956,2,7458
41923,187957,5,7458
41925,187958,7,7458
41926,187959,8,7458
41927,187960,9,7458
41932,187966,12,7458
41933,187967,13,7458
41934,188027,0,7460
41935,188028,1,7460
41936,188029,2,7460
41937,188023,4,7460
41938,188021,5,7460
41940,188034,7,7460
41941,188025,8,7460
41942,188026,9,7460
41961,188050,0,7462
41962,188051,1,7462
41963,188059,2,7462
41964,188069,0,7463
41965,188070,1,7463
41966,188071,2,7463
41968,188083,0,7442
41969,188084,1,7442
41970,188085,2,7442
41971,188086,4,7442
41972,188087,6,7442
41973,188088,8,7442
41974,188090,9,7442
41975,188089,10,7442
41976,188094,12,7442
41977,188095,13,7442
41978,188105,0,7465
41981,188135,0,7466
41982,188136,1,7466
41983,188137,2,7466
41984,188138,3,7466
41985,188141,5,7466
41986,188142,7,7466
41987,188144,8,7466
41988,188145,9,7466
41989,188133,12,7466
41990,188134,13,7466
41991,188150,14,7466
41992,188149,15,7466
41993,188188,0,7467
41994,188189,1,7467
41995,188190,2,7467
41996,188191,5,7467
41997,188193,7,7467
41998,188194,8,7467
41999,188196,9,7467
42000,188197,12,7467
42001,188198,13,7467
42002,188207,0,7468
42003,188208,1,7468
42004,188209,2,7468
42006,188210,6,7468
42007,188213,8,7468
42008,188215,9,7468
42009,188216,10,7468
42010,188218,12,7468
42011,188219,13,7468
42012,188212,5,7468
42013,188224,0,7469
42014,188225,1,7469
42015,188226,2,7469
42016,188227,4,7469
42017,188228,5,7469
42018,188229,6,7469
42019,188230,7,7469
42020,188231,8,7469
42021,188232,9,7469
42022,188236,12,7469
42023,188235,13,7469
42024,188233,14,7469
42025,188234,15,7469
42026,188237,6,7418
42027,188242,0,7453
42028,188243,1,7453
42029,188245,0,7454
42030,188244,1,7454
42031,188247,0,7456
42032,188246,1,7456
42033,188249,0,7455
42034,188248,1,7455
42035,188262,2,7454
42036,188261,2,7456
42037,188260,2,7453
42038,188263,2,7455
42039,188319,0,7471
42040,187641,0,7421
42041,187643,1,7421
42042,187643,2,7421
42043,187644,3,7421
42044,187645,0,7435
42045,187646,1,7435
42046,187647,2,7435
42047,187648,3,7435
42050,187641,0,7473
42051,187643,1,7473
42052,187643,2,7473
42053,187644,3,7473
42054,188328,4,7473
42055,188325,5,7473
42056,188329,0,5928
42057,188330,1,5928
42058,188331,2,5928
42059,188332,3,5928
42060,188329,0,7474
42061,188330,1,7474
42062,188331,2,7474
42063,188332,3,7474
42064,188331,2,5956
42065,188332,3,5956
42066,188333,0,5955
42067,188334,1,5955
42068,188335,2,5955
42069,188336,3,5955
42070,188333,0,5929
42071,188334,1,5929
42072,188335,2,5929
42073,188336,3,5929
42074,188337,4,7474
42075,188338,5,7474
42076,188591,0,7475
42077,188379,2,7471
42078,188381,3,7471
42079,188384,4,7471
42080,188477,0,7477
42081,188700,0,7481
42082,188701,1,7481
42083,187822,4,7445
42084,187824,5,7445
42085,187822,4,7447
42086,188707,5,7447
42087,188702,3,7447
42088,188703,2,7447
42089,188704,6,7447
42090,188705,0,7447
42091,188706,1,7447
42092,188709,8,7434
42093,188710,9,7434
42094,188711,10,7434
42095,188712,5,7434
42096,188714,6,7434
42097,188713,7,7434
42098,188715,11,7434
42099,188716,12,7434
42100,186858,0,7483
42101,186859,1,7483
42102,186860,2,7483
42103,186870,3,7483
42158,188728,0,7487
42159,188726,1,7487
42160,188856,0,7488
42161,188857,1,7488
42162,188858,2,7488
42163,188859,4,7488
42164,188854,5,7488
42165,188852,8,7488
42166,188861,13,7434
42167,187897,16,7451
42169,188936,2,7487
42170,191453,3,7487
42171,186858,0,7498
42172,186859,1,7498
42173,186860,2,7498
42174,186870,3,7498
42175,188856,0,7499
42176,188857,1,7499
42177,188858,2,7499
42178,188859,4,7499
42179,188854,5,7499
42180,188852,8,7499
42181,189013,1,7478
42182,189015,1,7477
42183,188477,0,7479
42184,189014,1,7479
42185,188477,0,7478
42186,189035,0,7500
42187,189035,0,7372
42188,189242,1,7501
42189,188083,0,7502
42190,188084,1,7502
42191,188085,2,7502
42192,188086,4,7502
42193,188087,6,7502
42194,188088,8,7502
42195,188090,9,7502
42196,188089,10,7502
42197,188094,12,7502
42198,188095,13,7502
42199,189241,0,7501
42200,189044,2,7501
42201,189243,3,7501
42202,189311,0,7491
42203,189312,1,7491
42204,189313,2,7491
42205,189336,4,7491
42206,189337,5,7491
42207,189316,6,7491
42208,189315,7,7491
42209,189314,8,7491
42210,189505,5,7501
42211,189567,2,7478
42212,189567,2,7477
42213,189567,2,7479
42214,188593,3,7478
42215,188593,3,7477
42216,188593,3,7479
42217,189849,0,7507
42218,189850,1,7507
42219,189851,2,7507
42220,189856,3,7507
42221,189857,4,7507
42222,189860,0,7508
42223,189861,1,7508
42224,189875,5,7507
42225,189879,6,7507
42226,189887,7,7507
42227,189895,8,7507
42228,189929,0,7509
42229,189930,1,7509
42230,189931,2,7509
42235,189960,9,7507
42236,189961,10,7507
42237,174617,0,7511
42238,174618,1,7511
42239,174617,0,7512
42240,174618,1,7512
42243,190258,11,7507
42244,174617,0,7514
42245,174618,1,7514
42246,174617,0,7515
42247,174618,1,7515
42248,190284,0,7516
42249,190285,1,7516
42250,190286,2,7516
42251,190378,17,7451
42252,190393,11,7458
42253,190408,6,7518
42254,190580,4,7520
42255,190581,5,7520
42256,190613,3,7462
42257,190614,3,7516
42258,190613,3,7463
42259,187849,0,7522
42260,187850,1,7522
42261,187851,2,7522
42262,187852,4,7522
42263,187853,5,7522
42264,187854,6,7522
42265,187855,7,7522
42266,187856,8,7522
42267,187857,9,7522
42268,190849,0,7438
42269,190850,1,7438
42270,190855,4,7438
42271,190856,5,7438
42272,190857,2,7438
42273,190858,3,7438
42274,190859,6,7438
42275,190891,7,7523
42276,190892,0,7523
42277,190893,1,7523
42278,190894,2,7523
42279,190895,3,7523
42280,187861,1,7449
42281,187873,2,7449
42282,187688,1,7437
42283,187742,2,7437
42284,188135,0,7525
42285,188136,1,7525
42286,188137,2,7525
42287,188138,3,7525
42288,188141,5,7525
42289,188142,7,7525
42290,188144,8,7525
42291,188145,9,7525
42292,188133,12,7525
42293,188134,13,7525
42294,188150,14,7525
42295,188149,15,7525
42297,191268,4,7487
42298,191269,5,7487
42299,188937,6,7487
42361,188728,0,7536
42362,191740,1,7536
42363,191741,2,7536
42364,191742,3,7536
42365,191743,4,7536
42366,191692,5,7536
42367,188937,6,7536
42368,191379,7,7438
42369,191384,8,7438
42370,191388,9,7438
42371,187849,0,7538
42372,187850,1,7538
42373,187851,2,7538
42374,187852,4,7538
42375,187853,5,7538
42376,187854,6,7538
42377,187855,7,7538
42378,187856,8,7538
42379,187857,9,7538
42380,191429,0,6994
42381,191430,1,6994
42382,191431,2,6994
42383,191432,3,6994
42384,188928,0,7539
42385,187896,1,7539
42386,187895,2,7539
42387,187890,4,7539
42388,187887,5,7539
42389,187886,6,7539
42390,187894,7,7539
42391,187892,8,7539
42392,187891,9,7539
42393,187902,12,7539
42394,187903,13,7539
42395,187904,14,7539
42396,187905,15,7539
42397,187897,16,7539
42398,190378,17,7539
42399,191435,4,6994
42400,191436,5,6994
42401,186958,0,7540
42402,186959,1,7540
42403,186960,2,7540
42404,186961,3,7540
42405,187758,4,7540
42406,187759,5,7540
42407,187760,6,7540
42408,187761,7,7540
42409,187766,8,7540
42410,187767,9,7540
42411,187763,12,7540
42412,191455,7,7487
42413,191533,0,7541
42414,191534,1,7541
42415,191535,2,7541
42416,191536,3,7541
42417,191537,4,7541
42418,191538,5,7541
42419,191539,6,7541
42420,191540,7,7541
42421,191455,7,7536
42422,191744,8,7536
42427,191613,2,7401
42428,191612,3,7401
42429,191612,4,7401
42430,187158,0,7543
42431,187162,1,7543
42432,187954,0,7544
42433,187955,1,7544
42434,187956,2,7544
42435,187957,5,7544
42436,187958,7,7544
42437,191828,8,7544
42438,191829,9,7544
42439,190393,11,7544
42440,187966,12,7544
42441,187967,13,7544
42442,187849,0,7545
42443,187850,1,7545
42444,187851,2,7545
42445,187852,4,7545
42446,187853,5,7545
42447,187854,6,7545
42448,187855,7,7545
42449,191825,8,7545
42450,191826,9,7545
42451,191770,0,7546
42452,191771,1,7546
42453,191772,2,7546
42455,191773,4,7546
42456,191774,5,7546
42457,191775,6,7546
42458,191776,7,7546
42462,187954,0,7547
42463,187955,1,7547
42464,187956,2,7547
42465,187957,5,7547
42466,187958,7,7547
42467,187959,8,7547
42468,187960,9,7547
42469,190393,11,7547
42470,187966,12,7547
42471,187967,13,7547
42472,191532,8,7541
42473,191691,8,7487
42474,191873,0,7550
42475,191874,1,7550
42476,191875,2,7550
42477,191876,4,7550
42478,191878,5,7550
42479,191879,7,7550
42482,15976,0,7552
42483,15976,1,7552
42484,15976,2,7552
42485,15976,3,7552
42488,192025,16,7442
42489,188083,0,7556
42490,188084,1,7556
42491,188085,2,7556
42492,188086,4,7556
42493,188087,6,7556
42494,188088,8,7556
42495,188090,9,7556
42496,188089,10,7556
42497,188094,12,7556
42498,188095,13,7556
42499,192025,16,7556
42500,192045,0,7557
42501,192044,1,7557
42502,192046,5,7557
42503,192047,0,7558
42504,192050,1,7558
42505,192049,2,7558
42506,182334,0,7560
42507,182336,1,7560
42508,192128,2,7557
42509,192129,7,7557
42510,192130,3,7557
42511,192131,4,7557
42512,192132,8,7557
42513,192133,9,7557
42514,175632,1,7563
42533,192193,2,7567
42534,192215,0,7518
42535,192216,1,7518
42536,192217,2,7518
42537,192218,3,7518
42538,192234,10,7493
42539,192235,11,7493
42540,192236,12,7493
42541,192237,13,7493
42542,192230,14,7493
42543,192232,15,7493
42544,192229,16,7493
42545,192231,17,7493
42546,192242,9,7493
42552,192498,10,7469
42553,192499,11,7469
42554,192589,0,7570
42555,192612,0,7571
42556,192622,1,7571
42557,192621,2,7571
42558,192619,3,7571
42559,192620,4,7571
42560,192624,5,7571
42562,192630,7,7571
42563,192631,8,7571
42564,192632,9,7571
42565,192633,10,7571
42566,192634,11,7571
42567,192635,12,7571
42568,192643,13,7571
42569,192656,11,7539
42570,192656,11,7451
42571,192657,7,7421
42573,187194,8,7401
42574,187724,8,7441
42576,192045,0,7573
42577,192776,1,7573
42578,192772,2,7573
42579,192773,3,7573
42580,192774,4,7573
42581,192782,5,7573
42582,192775,7,7573
42583,192132,8,7573
42584,192133,9,7573
42585,192780,6,7573
42586,192792,0,7574
42587,192793,1,7574
42588,192794,2,7574
42589,192795,3,7574
42590,192796,4,7574
42591,192797,5,7574
42592,192798,6,7574
42593,192789,7,7574
42594,192799,8,7574
42595,192800,9,7574
42596,192801,10,7574
42597,192845,3,7458
42598,192873,9,7494
42599,192884,10,7494
42600,192883,11,7494
42601,192882,12,7494
42602,192881,13,7494
42603,192871,14,7494
42604,192872,15,7494
42605,192877,16,7494
42606,192874,17,7494
42607,192657,7,7577
42608,192959,0,7578
42609,187896,1,7578
42610,187895,2,7578
42611,192958,4,7578
42612,192956,5,7578
42613,192957,6,7578
42614,187894,7,7578
42615,187892,8,7578
42616,187891,9,7578
42617,192656,11,7578
42618,187902,12,7578
42619,187903,13,7578
42620,187904,14,7578
42621,187905,15,7578
42622,187897,16,7578
42623,190378,17,7578
42624,188338,6,6994
42625,96120,7,6994
42626,193121,16,7523
42627,193124,17,7523
42628,193125,14,7523
42629,193126,15,7523
42703,193389,8,7546
42704,193403,0,7589
42705,193482,0,6542
42706,193483,1,6542
42707,193533,0,7591
42709,193658,0,7595
42711,193667,1,7590
42712,193668,2,7590
42713,193670,3,7590
42714,170397,0,7597
42715,170398,1,7597
42717,193763,0,7598
42719,187457,0,7602
42720,187458,1,7602
42721,187459,2,7602
42722,187457,3,7602
42723,187459,4,7602
42724,187458,5,7602
42725,188237,6,7602
42726,192756,7,7602
42735,194499,0,7605
42737,194851,0,7619
42738,194895,2,7603
42739,194897,3,7603
42740,194909,0,7620
42741,194912,1,7620
42742,194910,2,7620
42743,195009,0,7624
42744,195010,1,7624
42745,195011,2,7624
42747,186443,1,7349
42748,186031,0,7349
42749,186031,0,7348
42750,186443,1,7348
42751,195015,3,7619
42752,195016,4,7619
42753,195017,5,7619
42754,195075,0,7626
42767,195129,17,7628
42776,113553,0,7630
42777,113558,1,7630
42778,172422,2,7630
42779,172421,3,7630
42780,195314,4,7630
42781,195315,5,7630
42782,195316,6,7630
42807,113477,0,7635
42881,1018,2,7651
43070,196225,2,7659
43071,196226,3,7659
