ID,EpicF[0],EpicF[1],SuperiorF[0],SuperiorF[1],GoodF[0],GoodF[1],Epic[0],Epic[1],Superior[0],Superior[1],Good[0],Good[1]
556,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
557,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
558,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
559,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
560,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
561,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
562,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
563,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
564,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
565,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
566,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
567,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
568,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
569,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
570,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
571,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
572,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
573,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
574,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
575,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
576,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
577,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
578,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
579,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
580,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
581,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
582,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
583,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
584,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
585,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
586,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
587,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
588,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
589,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
590,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
591,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
592,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
593,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
594,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
595,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
596,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
597,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
598,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
599,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
600,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
601,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
602,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
603,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
604,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
605,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
606,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
607,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
608,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
609,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
610,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
611,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
612,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
613,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
614,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
615,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
616,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
617,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
618,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
619,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
620,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
621,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
622,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
623,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
624,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
625,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
626,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
627,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
628,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
629,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
630,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
631,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
632,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
633,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
634,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
635,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
636,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
637,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
638,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
639,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
640,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
641,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
642,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
643,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
644,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
645,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
646,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
647,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
648,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
649,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
650,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
651,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
652,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
653,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
654,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
655,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
656,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
657,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
658,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
659,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
660,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
661,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
662,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
663,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
664,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
665,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
666,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
667,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
668,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
669,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
670,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
671,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
672,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
673,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
674,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
675,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
676,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
677,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
678,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
679,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
680,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
681,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
682,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
683,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
684,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
685,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
686,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
687,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
688,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
689,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
690,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
691,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
692,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
693,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
694,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
695,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
696,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
697,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
698,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
699,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
700,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
701,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
702,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
703,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
704,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
705,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
706,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
707,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
708,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
709,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
710,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
711,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
712,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
713,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
714,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
715,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
716,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
717,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
718,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
719,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
720,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
721,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
722,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
723,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
724,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
725,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
726,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
727,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
728,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
729,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
730,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
731,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
732,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
733,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
734,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
735,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
736,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
737,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
738,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
739,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
740,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
741,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
742,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
743,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
744,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
745,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
746,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
747,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
748,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
749,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
750,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
751,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
752,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
753,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
754,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
755,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
756,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
757,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
758,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
759,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
760,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
761,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
762,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
763,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
764,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
765,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
766,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
767,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
768,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
769,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
770,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
771,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
772,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
773,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
774,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
775,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
776,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
777,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
778,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
779,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
780,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
781,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
782,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
783,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
784,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
785,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
786,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
787,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
788,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
789,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
790,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
791,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
792,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
793,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
794,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
795,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
796,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
797,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
798,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
799,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
800,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
801,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
802,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
803,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
804,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
805,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
806,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
807,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
808,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
809,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
810,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
811,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
812,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
813,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
814,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
815,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
816,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
817,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
818,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
819,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
820,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
821,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
822,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
823,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
824,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
825,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
826,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
827,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
828,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
829,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
830,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
831,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
832,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
833,37342.12,29873.695,37342.12,29873.695,37342.12,29873.695,37342,29873,37342,29873,37342,29873
