ID,TraitNodeID,RequiredPointsInThisNode,Flags
6535,39991,35,0
6536,39990,40,0
6537,39989,45,0
6538,39988,50,0
6539,39987,0,0
6540,39986,5,0
6541,39985,10,0
6542,39984,15,0
6543,39983,20,0
6544,39982,25,0
6545,39981,30,0
6546,39980,0,0
6547,39979,5,0
6548,39978,10,0
6549,39977,15,0
6550,39976,20,0
6551,39975,25,0
6552,39974,30,0
6553,40034,0,0
6554,40033,5,1
6555,40032,10,0
6556,40031,15,1
6557,40030,20,0
6558,40029,25,1
6559,40028,30,0
6560,40027,0,0
6561,40026,5,0
6562,40025,10,0
6563,40024,15,0
6564,40023,20,0
6565,40022,25,0
6566,40021,30,0
6567,40020,0,0
6568,40019,5,0
6569,40018,10,0
6570,40017,15,0
6571,40016,20,0
6572,40015,0,0
6573,40014,5,0
6574,40013,10,0
6575,40012,15,0
6576,40011,20,0
6577,40010,25,0
6578,40009,30,0
6579,40069,0,1
6580,40068,5,0
6581,40067,10,0
6582,40066,15,0
6583,40065,20,0
6584,40064,25,0
6585,40063,30,1
6586,40062,0,0
6587,40061,5,0
6588,40060,10,0
6589,40059,15,1
6590,40058,20,0
6591,40057,25,0
6592,40056,30,0
6593,40055,0,0
6594,40054,5,0
6595,40053,10,0
6596,40052,15,0
6597,40051,20,0
6598,40050,0,0
6599,40049,5,0
6600,40048,10,0
6601,40047,15,1
6602,40046,20,0
6603,40045,25,0
6604,40044,30,0
6605,40043,0,0
6606,40042,5,0
6607,40041,10,0
6608,40040,15,0
6609,40039,20,0
6610,40137,0,0
6611,40136,5,1
6612,40135,10,0
6613,40134,15,1
6614,40133,20,0
6615,40132,25,1
6616,40131,30,0
6617,40130,0,0
6618,40129,5,0
6619,40128,10,1
6620,40127,15,0
6621,40126,20,0
6622,40125,25,0
6623,40124,30,1
6624,40123,35,0
6625,40122,40,0
6626,40121,0,0
6627,40120,5,0
6628,40119,10,0
6629,40118,0,0
6630,40117,5,0
6631,40116,10,0
6632,40115,0,0
6633,40114,5,0
6634,40113,10,1
6635,40112,15,0
6636,40111,20,1
6637,40110,25,0
6638,40109,30,1
6639,40108,35,0
6640,40107,40,1
6641,40106,45,0
6642,40105,50,0
6643,40104,0,0
6644,40103,5,0
6645,40102,10,0
6646,40101,0,0
6647,40100,5,0
6648,40099,10,0
6649,40098,0,0
6650,40097,5,0
6651,40096,10,0
6652,40095,0,0
6653,40094,5,0
6654,40093,10,0
6655,40092,0,0
6656,40091,5,0
6657,40090,10,1
6658,40089,15,0
6659,40088,20,1
6660,40087,25,0
6661,40086,30,1
6662,40085,35,0
6663,40084,40,0
6664,40083,0,0
6665,40082,5,0
6666,40081,10,0
6667,40080,0,0
6668,40079,5,0
6669,40078,10,0
6670,40077,0,0
6671,40076,5,0
6672,40075,10,0
6673,40213,0,0
6674,40212,5,1
6675,40211,10,0
6676,40210,15,1
6677,40209,20,0
6678,40208,25,1
6679,40207,30,0
6680,40206,0,0
6681,40205,5,0
6682,40204,10,1
6683,40203,15,0
6684,40202,20,0
6685,40201,25,0
6686,40200,30,1
6687,40199,35,0
6688,40198,40,0
6689,40197,0,0
6690,40196,5,0
6691,40195,10,0
6692,40194,0,0
6693,40193,5,0
6694,40192,10,0
6695,40191,0,0
6696,40190,5,0
6697,40189,10,1
6698,40188,15,0
6699,40187,20,1
6700,40186,25,0
6701,40185,30,1
6702,40184,35,0
6703,40183,40,1
6704,40182,45,0
6705,40181,50,0
6706,40180,0,0
6707,40179,5,0
6708,40178,10,0
6709,40177,0,0
6710,40176,5,0
6711,40175,10,0
6712,40174,0,0
6713,40173,5,0
6714,40172,10,0
6715,40171,0,0
6716,40170,5,0
6717,40169,10,0
6718,40168,0,0
6719,40167,5,0
6720,40166,10,1
6721,40165,15,0
6722,40164,20,1
6723,40163,25,0
6724,40162,30,1
6725,40161,35,0
6726,40160,40,0
6727,40159,0,0
6728,40158,5,0
6729,40157,10,0
6730,40156,0,0
6731,40155,5,0
6732,40154,10,0
6733,40153,0,0
6734,40152,5,0
6735,40151,10,0
6736,40503,5,1
6737,40502,10,0
6738,40501,15,1
6739,40500,20,0
6740,40499,25,0
6741,40498,30,1
6742,40497,35,0
6743,40496,40,0
6744,40495,0,0
6745,40494,5,0
6746,40493,10,0
6747,40492,15,0
6748,40491,20,0
6749,40490,25,0
6750,40489,30,0
6751,40488,0,0
6752,40487,5,0
6753,40486,10,0
6754,40485,15,0
6755,40484,20,0
6756,40483,25,0
6757,40482,30,0
6758,40481,35,0
6759,40480,40,0
6760,40479,0,0
6761,40478,5,0
6762,40477,10,0
6763,40476,15,0
6764,40475,20,0
6765,40474,25,0
6766,40473,30,0
6767,40472,35,0
6768,40471,40,0
6769,40537,0,0
6770,40536,5,1
6771,40535,10,0
6772,40534,15,1
6773,40533,20,0
6774,40532,25,0
6775,40531,30,1
6776,40530,35,0
6777,40529,40,0
6778,40528,0,0
6779,40527,5,0
6780,40526,10,0
6781,40525,15,0
6782,40524,20,0
6783,40523,25,0
6784,40522,30,0
6785,40521,0,0
6786,40520,5,0
6787,40519,10,0
6788,40518,15,0
6789,40517,20,0
6790,40516,25,0
6791,40515,30,0
6792,40514,0,0
6793,40513,5,0
6794,40512,10,0
6795,40511,15,0
6796,40510,20,0
6797,40509,25,0
6798,40508,30,0
6799,40572,0,0
6800,40571,5,1
6801,40570,10,0
6802,40569,15,1
6803,40568,20,0
6804,40567,25,0
6805,40566,30,1
6806,40565,35,0
6807,40564,40,0
6808,40563,0,0
6809,40562,5,0
6810,40561,10,0
6811,40560,15,0
6812,40559,20,0
6813,40558,25,0
6814,40557,30,0
6815,40556,35,0
6816,40555,0,0
6817,40554,5,0
6818,40553,10,0
6819,40552,15,0
6820,40551,20,0
6821,40550,25,0
6822,40549,30,0
6823,40548,0,0
6824,40547,5,0
6825,40546,10,0
6826,40545,15,0
6827,40544,20,0
6828,40543,25,0
6829,40542,30,0
6830,40600,0,0
6831,40599,5,0
6832,40598,10,1
6833,40597,15,0
6834,40596,20,0
6835,40595,25,1
6836,40594,30,0
6837,40593,35,0
6838,40592,40,0
6839,40591,0,0
6840,40590,5,0
6841,40589,10,0
6842,40588,15,0
6843,40587,20,0
6844,40586,25,0
6845,40585,30,0
6846,40584,35,0
6847,40583,0,0
6848,40582,5,0
6849,40581,10,0
6850,40580,15,0
6851,40579,20,0
6852,40578,25,0
6853,40577,30,0
6854,42825,5,0
6855,42824,10,1
6856,42823,15,0
6857,42822,20,1
6858,42821,25,0
6859,42820,30,0
6860,42819,0,0
6861,42818,5,0
6862,42817,10,0
6863,42816,15,0
6864,42815,20,0
6865,42814,25,0
6866,42813,30,0
6867,42812,0,0
6868,42811,5,0
6869,42810,10,0
6870,42809,15,0
6871,42808,20,0
6872,42807,25,0
6873,42806,30,0
