ID,DamageReplaceStatF,DamageSecondaryF,DamageReplaceStat,DamageSecondary,EpicF[0],EpicF[1],EpicF[2],EpicF[3],EpicF[4],SuperiorF[0],SuperiorF[1],SuperiorF[2],SuperiorF[3],SuperiorF[4],GoodF[0],GoodF[1],GoodF[2],GoodF[3],GoodF[4],Epic[0],Epic[1],Epic[2],Epic[3],Epic[4],Superior[0],Superior[1],Superior[2],Superior[3],Superior[4],Good[0],Good[1],Good[2],Good[3],Good[4]
702,29093.768,282370,29093,282369,13038.374,9778.78,7334.0854,6519.187,6519.187,13038.374,9778.78,7334.0854,6519.187,6519.187,13038.374,9778.78,7334.0854,6519.187,6519.187,13038,9778,7334,6519,6519,13038,9778,7334,6519,6519,13038,9778,7334,6519,6519
703,29613.062,287681.28,29613,287681,13160.426,9870.319,7402.7397,6580.213,6580.213,13160.426,9870.319,7402.7397,6580.213,6580.213,13160.426,9870.319,7402.7397,6580.213,6580.213,13160,9870,7402,6580,6580,13160,9870,7402,6580,6580,13160,9870,7402,6580,6580
704,30141.865,293092.44,30141,293092,13283.621,9962.716,7472.0366,6641.8105,6641.8105,13283.621,9962.716,7472.0366,6641.8105,6641.8105,13283.621,9962.716,7472.0366,6641.8105,6641.8105,13283,9962,7472,6641,6641,13283,9962,7472,6641,6641,13283,9962,7472,6641,6641
705,30680.35,298605.4,30680,298605,13407.969,10055.977,7541.9824,6703.9844,6703.9844,13407.969,10055.977,7541.9824,6703.9844,6703.9844,13407.969,10055.977,7541.9824,6703.9844,6703.9844,13407,10055,7541,6703,6703,13407,10055,7541,6703,6703,13407,10055,7541,6703,6703
706,31228.695,304222.06,31228,304222,13533.481,10150.111,7612.583,6766.7407,6766.7407,13533.481,10150.111,7612.583,6766.7407,6766.7407,13533.481,10150.111,7612.583,6766.7407,6766.7407,13533,10150,7612,6766,6766,13533,10150,7612,6766,6766,13533,10150,7612,6766,6766
707,31787.086,309944.38,31787,309944,13660.168,10245.126,7683.8447,6830.084,6830.084,13660.168,10245.126,7683.8447,6830.084,6830.084,13660.168,10245.126,7683.8447,6830.084,6830.084,13660,10245,7683,6830,6830,13660,10245,7683,6830,6830,13660,10245,7683,6830,6830
708,32355.709,315774.3,32355,315774,13788.041,10341.031,7755.773,6894.0205,6894.0205,13788.041,10341.031,7755.773,6894.0205,6894.0205,13788.041,10341.031,7755.773,6894.0205,6894.0205,13788,10341,7755,6894,6894,13788,10341,7755,6894,6894,13788,10341,7755,6894,6894
709,32934.754,321713.94,32934,321713,13917.111,10437.833,7828.375,6958.5557,6958.5557,13917.111,10437.833,7828.375,6958.5557,6958.5557,13917.111,10437.833,7828.375,6958.5557,6958.5557,13917,10437,7828,6958,6958,13917,10437,7828,6958,6958,13917,10437,7828,6958,6958
710,33524.414,327765.25,33524,327765,14047.39,10535.542,7901.6562,7023.695,7023.695,14047.39,10535.542,7901.6562,7023.695,7023.695,14047.39,10535.542,7901.6562,7023.695,7023.695,14047,10535,7901,7023,7023,14047,10535,7901,7023,7023,14047,10535,7901,7023,7023
711,34124.883,333930.4,34124,333930,14178.887,10634.165,7975.624,7089.4434,7089.4434,14178.887,10634.165,7975.624,7089.4434,7089.4434,14178.887,10634.165,7975.624,7089.4434,7089.4434,14178,10634,7975,7089,7089,14178,10634,7975,7089,7089,14178,10634,7975,7089,7089
712,34736.367,340211.5,34736,340211,14311.615,10733.712,8050.2837,7155.8076,7155.8076,14311.615,10733.712,8050.2837,7155.8076,7155.8076,14311.615,10733.712,8050.2837,7155.8076,7155.8076,14311,10733,8050,7155,7155,14311,10733,8050,7155,7155,14311,10733,8050,7155,7155
713,35359.07,346610.75,35359,346610,14445.587,10834.19,8125.6426,7222.7935,7222.7935,14445.587,10834.19,8125.6426,7222.7935,7222.7935,14445.587,10834.19,8125.6426,7222.7935,7222.7935,14445,10834,8125,7222,7222,14445,10834,8125,7222,7222,14445,10834,8125,7222,7222
714,35993.195,353130.38,35993,353130,14580.812,10935.608,8201.707,7290.406,7290.406,14580.812,10935.608,8201.707,7290.406,7290.406,14580.812,10935.608,8201.707,7290.406,7290.406,14580,10935,8201,7290,7290,14580,10935,8201,7290,7290,14580,10935,8201,7290,7290
715,36638.96,359772.62,36638,359772,14717.303,11037.978,8278.482,7358.6514,7358.6514,14717.303,11037.978,8278.482,7358.6514,7358.6514,14717.303,11037.978,8278.482,7358.6514,7358.6514,14717,11037,8278,7358,7358,14717,11037,8278,7358,7358,14717,11037,8278,7358,7358
716,37296.58,366539.84,37296,366539,14855.071,11141.304,8355.978,7427.5356,7427.5356,14855.071,11141.304,8355.978,7427.5356,7427.5356,14855.071,11141.304,8355.978,7427.5356,7427.5356,14855,11141,8355,7427,7427,14855,11141,8355,7427,7427,14855,11141,8355,7427,7427
717,37966.273,373434.3,37966,373434,14994.13,11245.598,8434.198,7497.065,7497.065,14994.13,11245.598,8434.198,7497.065,7497.065,14994.13,11245.598,8434.198,7497.065,7497.065,14994,11245,8434,7497,7497,14994,11245,8434,7497,7497,14994,11245,8434,7497,7497
718,38648.266,380458.47,38648,380458,15134.49,11350.867,8513.15,7567.245,7567.245,15134.49,11350.867,8513.15,7567.245,7567.245,15134.49,11350.867,8513.15,7567.245,7567.245,15134,11350,8513,7567,7567,15134,11350,8513,7567,7567,15134,11350,8513,7567,7567
719,39342.78,387614.75,39342,387614,15276.164,11457.123,8592.843,7638.082,7638.082,15276.164,11457.123,8592.843,7638.082,7638.082,15276.164,11457.123,8592.843,7638.082,7638.082,15276,11457,8592,7638,7638,15276,11457,8592,7638,7638,15276,11457,8592,7638,7638
720,40050.062,394905.66,40050,394905,15419.164,11564.373,8673.28,7709.582,7709.582,15419.164,11564.373,8673.28,7709.582,7709.582,15419.164,11564.373,8673.28,7709.582,7709.582,15419,11564,8673,7709,7709,15419,11564,8673,7709,7709,15419,11564,8673,7709,7709
721,40770.336,402333.7,40770,402333,15563.503,11672.628,8754.471,7781.7515,7781.7515,15563.503,11672.628,8754.471,7781.7515,7781.7515,15563.503,11672.628,8754.471,7781.7515,7781.7515,15563,11672,8754,7781,7781,15563,11672,8754,7781,7781,15563,11672,8754,7781,7781
722,41503.85,409901.44,41503,409901,15709.193,11781.896,8836.421,7854.5967,7854.5967,15709.193,11781.896,8836.421,7854.5967,7854.5967,15709.193,11781.896,8836.421,7854.5967,7854.5967,15709,11781,8836,7854,7854,15709,11781,8836,7854,7854,15709,11781,8836,7854,7854
723,42250.85,417611.53,42250,417611,15856.247,11892.186,8919.139,7928.1235,7928.1235,15856.247,11892.186,8919.139,7928.1235,7928.1235,15856.247,11892.186,8919.139,7928.1235,7928.1235,15856,11892,8919,7928,7928,15856,11892,8919,7928,7928,15856,11892,8919,7928,7928
724,43011.586,425466.66,43011,425466,16004.678,12003.508,9002.631,8002.339,8002.339,16004.678,12003.508,9002.631,8002.339,8002.339,16004.678,12003.508,9002.631,8002.339,8002.339,16004,12003,9002,8002,8002,16004,12003,9002,8002,8002,16004,12003,9002,8002,8002
725,43786.312,433469.53,43786,433469,16154.497,12115.873,9086.905,8077.2485,8077.2485,16154.497,12115.873,9086.905,8077.2485,8077.2485,16154.497,12115.873,9086.905,8077.2485,8077.2485,16154,12115,9086,8077,8077,16154,12115,9086,8077,8077,16154,12115,9086,8077,8077
726,44575.29,441622.94,44575,441622,16305.72,12229.29,9171.968,8152.86,8152.86,16305.72,12229.29,9171.968,8152.86,8152.86,16305.72,12229.29,9171.968,8152.86,8152.86,16305,12229,9171,8152,8152,16305,12229,9171,8152,8152,16305,12229,9171,8152,8152
727,45378.785,449929.72,45378,449929,16458.357,12343.769,9257.826,8229.179,8229.179,16458.357,12343.769,9257.826,8229.179,8229.179,16458.357,12343.769,9257.826,8229.179,8229.179,16458,12343,9257,8229,8229,16458,12343,9257,8229,8229,16458,12343,9257,8229,8229
728,46197.062,458392.72,46197,458392,16612.424,12459.318,9344.489,8306.212,8306.212,16612.424,12459.318,9344.489,8306.212,8306.212,16612.424,12459.318,9344.489,8306.212,8306.212,16612,12459,9344,8306,8306,16612,12459,9344,8306,8306,16612,12459,9344,8306,8306
729,47030.406,467014.94,47030,467014,16767.934,12575.95,9431.963,8383.967,8383.967,16767.934,12575.95,9431.963,8383.967,8383.967,16767.934,12575.95,9431.963,8383.967,8383.967,16767,12575,9431,8383,8383,16767,12575,9431,8383,8383,16767,12575,9431,8383,8383
730,47879.086,475799.3,47879,475799,16924.898,12693.674,9520.255,8462.449,8462.449,16924.898,12693.674,9520.255,8462.449,8462.449,16924.898,12693.674,9520.255,8462.449,8462.449,16924,12693,9520,8462,8462,16924,12693,9520,8462,8462,16924,12693,9520,8462,8462
731,48743.4,484748.94,48743,484748,17083.332,12812.499,9609.374,8541.666,8541.666,17083.332,12812.499,9609.374,8541.666,8541.666,17083.332,12812.499,9609.374,8541.666,8541.666,17083,12812,9609,8541,8541,17083,12812,9609,8541,8541,17083,12812,9609,8541,8541
732,49623.625,493866.88,49623,493866,17243.25,12932.438,9699.328,8621.625,8621.625,17243.25,12932.438,9699.328,8621.625,8621.625,17243.25,12932.438,9699.328,8621.625,8621.625,17243,12932,9699,8621,8621,17243,12932,9699,8621,8621,17243,12932,9699,8621,8621
733,50520.066,503156.34,50520,503156,17404.664,13053.498,9790.123,8702.332,8702.332,17404.664,13053.498,9790.123,8702.332,8702.332,17404.664,13053.498,9790.123,8702.332,8702.332,17404,13053,9790,8702,8702,17404,13053,9790,8702,8702,17404,13053,9790,8702,8702
734,51433.023,512620.53,51433,512620,17567.588,13175.691,9881.769,8783.794,8783.794,17567.588,13175.691,9881.769,8783.794,8783.794,17567.588,13175.691,9881.769,8783.794,8783.794,17567,13175,9881,8783,8783,17567,13175,9881,8783,8783,17567,13175,9881,8783,8783
735,52362.8,522262.72,52362,522262,17732.04,13299.029,9974.272,8866.02,8866.02,17732.04,13299.029,9974.272,8866.02,8866.02,17732.04,13299.029,9974.272,8866.02,8866.02,17732,13299,9974,8866,8866,17732,13299,9974,8866,8866,17732,13299,9974,8866,8866
736,53309.72,532086.3,53309,532086,17898.03,13423.521,10067.642,8949.015,8949.015,17898.03,13423.521,10067.642,8949.015,8949.015,17898.03,13423.521,10067.642,8949.015,8949.015,17898,13423,10067,8949,8949,17898,13423,10067,8949,8949,17898,13423,10067,8949,8949
737,54274.09,542094.7,54274,542094,18065.572,13549.18,10161.885,9032.786,9032.786,18065.572,13549.18,10161.885,9032.786,9032.786,18065.572,13549.18,10161.885,9032.786,9032.786,18065,13549,10161,9032,9032,18065,13549,10161,9032,9032,18065,13549,10161,9032,9032
738,55256.242,552291.25,55256,552291,18234.684,13676.014,10257.01,9117.342,9117.342,18234.684,13676.014,10257.01,9117.342,9117.342,18234.684,13676.014,10257.01,9117.342,9117.342,18234,13676,10257,9117,9117,18234,13676,10257,9117,9117,18234,13676,10257,9117,9117
739,56256.508,562679.7,56256,562679,18405.379,13804.034,10353.025,9202.689,9202.689,18405.379,13804.034,10353.025,9202.689,9202.689,18405.379,13804.034,10353.025,9202.689,9202.689,18405,13804,10353,9202,9202,18405,13804,10353,9202,9202,18405,13804,10353,9202,9202
740,57275.22,573263.44,57275,573263,18577.672,13933.254,10449.94,9288.836,9288.836,18577.672,13933.254,10449.94,9288.836,9288.836,18577.672,13933.254,10449.94,9288.836,9288.836,18577,13933,10449,9288,9288,18577,13933,10449,9288,9288,18577,13933,10449,9288,9288
741,58312.723,584046.3,58312,584046,18751.578,14063.684,10547.763,9375.789,9375.789,18751.578,14063.684,10547.763,9375.789,9375.789,18751.578,14063.684,10547.763,9375.789,9375.789,18751,14063,10547,9375,9375,18751,14063,10547,9375,9375,18751,14063,10547,9375,9375
742,59369.37,595032.06,59369,595032,18927.111,14195.334,10646.5,9463.556,9463.556,18927.111,14195.334,10646.5,9463.556,9463.556,18927.111,14195.334,10646.5,9463.556,9463.556,18927,14195,10646,9463,9463,18927,14195,10646,9463,9463,18927,14195,10646,9463,9463
743,60445.516,606224.4,60445,606224,19104.29,14328.216,10746.162,9552.145,9552.145,19104.29,14328.216,10746.162,9552.145,9552.145,19104.29,14328.216,10746.162,9552.145,9552.145,19104,14328,10746,9552,9552,19104,14328,10746,9552,9552,19104,14328,10746,9552,9552
744,61541.523,617627.25,61541,617627,19283.123,14462.343,10846.757,9641.562,9641.562,19283.123,14462.343,10846.757,9641.562,9641.562,19283.123,14462.343,10846.757,9641.562,9641.562,19283,14462,10846,9641,9641,19283,14462,10846,9641,9641,19283,14462,10846,9641,9641
745,62657.766,629244.56,62657,629244,19463.633,14597.725,10948.294,9731.816,9731.816,19463.633,14597.725,10948.294,9731.816,9731.816,19463.633,14597.725,10948.294,9731.816,9731.816,19463,14597,10948,9731,9731,19463,14597,10948,9731,9731,19463,14597,10948,9731,9731
746,63794.613,641080.44,63794,641080,19645.832,14734.374,11050.78,9822.916,9822.916,19645.832,14734.374,11050.78,9822.916,9822.916,19645.832,14734.374,11050.78,9822.916,9822.916,19645,14734,11050,9822,9822,19645,14734,11050,9822,9822,19645,14734,11050,9822,9822
747,64952.457,653138.94,64952,653138,19829.736,14872.303,11154.227,9914.868,9914.868,19829.736,14872.303,11154.227,9914.868,9914.868,19829.736,14872.303,11154.227,9914.868,9914.868,19829,14872,11154,9914,9914,19829,14872,11154,9914,9914,19829,14872,11154,9914,9914
748,66131.68,665424.25,66131,665424,20015.363,15011.522,11258.642,10007.682,10007.682,20015.363,15011.522,11258.642,10007.682,10007.682,20015.363,15011.522,11258.642,10007.682,10007.682,20015,15011,11258,10007,10007,20015,15011,11258,10007,10007,20015,15011,11258,10007,10007
749,67332.695,677940.6,67332,677940,20202.727,15152.045,11364.034,10101.363,10101.363,20202.727,15152.045,11364.034,10101.363,10101.363,20202.727,15152.045,11364.034,10101.363,10101.363,20202,15152,11364,10101,10101,20202,15152,11364,10101,10101,20202,15152,11364,10101,10101
750,68555.89,690692.44,68555,690692,20391.846,15293.884,11470.413,10195.923,10195.923,20391.846,15293.884,11470.413,10195.923,10195.923,20391.846,15293.884,11470.413,10195.923,10195.923,20391,15293,11470,10195,10195,20391,15293,11470,10195,10195,20391,15293,11470,10195,10195
751,69801.695,703684.1,69801,703684,20582.732,15437.05,11577.787,10291.366,10291.366,20582.732,15437.05,11577.787,10291.366,10291.366,20582.732,15437.05,11577.787,10291.366,10291.366,20582,15437,11577,10291,10291,20582,15437,11577,10291,10291,20582,15437,11577,10291,10291
752,71070.516,716920.2,71070,716920,20775.408,15581.557,11686.167,10387.704,10387.704,20775.408,15581.557,11686.167,10387.704,10387.704,20775.408,15581.557,11686.167,10387.704,10387.704,20775,15581,11686,10387,10387,20775,15581,11686,10387,10387,20775,15581,11686,10387,10387
753,72362.8,730405.2,72362,730405,20969.887,15727.415,11795.562,10484.943,10484.943,20969.887,15727.415,11795.562,10484.943,10484.943,20969.887,15727.415,11795.562,10484.943,10484.943,20969,15727,11795,10484,10484,20969,15727,11795,10484,10484,20969,15727,11795,10484,10484
754,73678.97,744143.9,73678,744143,21166.186,15874.64,11905.979,10583.093,10583.093,21166.186,15874.64,11905.979,10583.093,10583.093,21166.186,15874.64,11905.979,10583.093,10583.093,21166,15874,11905,10583,10583,21166,15874,11905,10583,10583,21166,15874,11905,10583,10583
755,75019.47,758140.94,75019,758140,21364.322,16023.242,12017.432,10682.161,10682.161,21364.322,16023.242,12017.432,10682.161,10682.161,21364.322,16023.242,12017.432,10682.161,10682.161,21364,16023,12017,10682,10682,21364,16023,12017,10682,10682,21364,16023,12017,10682,10682
756,76384.766,772401.3,76384,772401,21564.314,16173.236,12129.927,10782.157,10782.157,21564.314,16173.236,12129.927,10782.157,10782.157,21564.314,16173.236,12129.927,10782.157,10782.157,21564,16173,12129,10782,10782,21564,16173,12129,10782,10782,21564,16173,12129,10782,10782
757,77775.31,786929.9,77775,786929,21766.178,16324.634,12243.476,10883.089,10883.089,21766.178,16324.634,12243.476,10883.089,10883.089,21766.178,16324.634,12243.476,10883.089,10883.089,21766,16324,12243,10883,10883,21766,16324,12243,10883,10883,21766,16324,12243,10883,10883
758,79191.58,801731.75,79191,801731,21969.932,16477.45,12358.087,10984.966,10984.966,21969.932,16477.45,12358.087,10984.966,10984.966,21969.932,16477.45,12358.087,10984.966,10984.966,21969,16477,12358,10984,10984,21969,16477,12358,10984,10984,21969,16477,12358,10984,10984
759,80634.055,816812,80634,816812,22175.592,16631.693,12473.771,11087.796,11087.796,22175.592,16631.693,12473.771,11087.796,11087.796,22175.592,16631.693,12473.771,11087.796,11087.796,22175,16631,12473,11087,11087,22175,16631,12473,11087,11087,22175,16631,12473,11087,11087
760,82103.22,832175.94,82103,832175,22383.178,16787.383,12590.538,11191.589,11191.589,22383.178,16787.383,12590.538,11191.589,11191.589,22383.178,16787.383,12590.538,11191.589,11191.589,22383,16787,12590,11191,11191,22383,16787,12590,11191,11191,22383,16787,12590,11191,11191
761,83599.57,847828.9,83599,847828,22592.707,16944.531,12708.397,11296.354,11296.354,22592.707,16944.531,12708.397,11296.354,11296.354,22592.707,16944.531,12708.397,11296.354,11296.354,22592,16944,12708,11296,11296,22592,16944,12708,11296,11296,22592,16944,12708,11296,11296
762,85123.62,863776.25,85123,863776,22804.197,17103.148,12827.361,11402.099,11402.099,22804.197,17103.148,12827.361,11402.099,11402.099,22804.197,17103.148,12827.361,11402.099,11402.099,22804,17103,12827,11402,11402,22804,17103,12827,11402,11402,22804,17103,12827,11402,11402
763,86675.88,880023.56,86675,880023,23017.668,17263.25,12947.438,11508.834,11508.834,23017.668,17263.25,12947.438,11508.834,11508.834,23017.668,17263.25,12947.438,11508.834,11508.834,23017,17263,12947,11508,11508,23017,17263,12947,11508,11508,23017,17263,12947,11508,11508
764,88256.88,896576.5,88256,896576,23233.137,17424.852,13068.639,11616.568,11616.568,23233.137,17424.852,13068.639,11616.568,11616.568,23233.137,17424.852,13068.639,11616.568,11616.568,23233,17424,13068,11616,11616,23233,17424,13068,11616,11616,23233,17424,13068,11616,11616
765,89867.164,913440.75,89867,913440,23450.621,17587.967,13190.975,11725.311,11725.311,23450.621,17587.967,13190.975,11725.311,11725.311,23450.621,17587.967,13190.975,11725.311,11725.311,23450,17587,13190,11725,11725,23450,17587,13190,11725,11725,23450,17587,13190,11725,11725
766,91507.266,930622.25,91507,930622,23670.143,17752.607,13314.455,11835.071,11835.071,23670.143,17752.607,13314.455,11835.071,11835.071,23670.143,17752.607,13314.455,11835.071,11835.071,23670,17752,13314,11835,11835,23670,17752,13314,11835,11835,23670,17752,13314,11835,11835
767,93177.75,948126.94,93177,948126,23891.719,17918.79,13439.092,11945.859,11945.859,23891.719,17918.79,13439.092,11945.859,11945.859,23891.719,17918.79,13439.092,11945.859,11945.859,23891,17918,13439,11945,11945,23891,17918,13439,11945,11945,23891,17918,13439,11945,11945
768,94879.17,965960.9,94879,965960,24115.37,18086.527,13564.896,12057.685,12057.685,24115.37,18086.527,13564.896,12057.685,12057.685,24115.37,18086.527,13564.896,12057.685,12057.685,24115,18086,13564,12057,12057,24115,18086,13564,12057,12057,24115,18086,13564,12057,12057
769,96612.125,984130.25,96612,984130,24341.113,18255.836,13691.877,12170.557,12170.557,24341.113,18255.836,13691.877,12170.557,12170.557,24341.113,18255.836,13691.877,12170.557,12170.557,24341,18255,13691,12170,12170,24341,18255,13691,12170,12170,24341,18255,13691,12170,12170
770,98377.19,1002641.4,98377,1002641,24568.97,18426.729,13820.047,12284.485,12284.485,24568.97,18426.729,13820.047,12284.485,12284.485,24568.97,18426.729,13820.047,12284.485,12284.485,24568,18426,13820,12284,12284,24568,18426,13820,12284,12284,24568,18426,13820,12284,12284
771,100174.97,1021500.7,100174,1021500,24798.96,18599.22,13949.416,12399.48,12399.48,24798.96,18599.22,13949.416,12399.48,12399.48,24798.96,18599.22,13949.416,12399.48,12399.48,24798,18599,13949,12399,12399,24798,18599,13949,12399,12399,24798,18599,13949,12399,12399
772,102006.06,1040714.8,102006,1040714,25031.105,18773.328,14079.996,12515.553,12515.553,25031.105,18773.328,14079.996,12515.553,12515.553,25031.105,18773.328,14079.996,12515.553,12515.553,25031,18773,14079,12515,12515,25031,18773,14079,12515,12515,25031,18773,14079,12515,12515
773,103871.11,1060290.2,103871,1060290,25265.422,18949.066,14211.8,12632.711,12632.711,25265.422,18949.066,14211.8,12632.711,12632.711,25265.422,18949.066,14211.8,12632.711,12632.711,25265,18949,14211,12632,12632,25265,18949,14211,12632,12632,25265,18949,14211,12632,12632
774,105770.73,1080233.9,105770,1080233,25501.932,19126.45,14344.836,12750.966,12750.966,25501.932,19126.45,14344.836,12750.966,12750.966,25501.932,19126.45,14344.836,12750.966,12750.966,25501,19126,14344,12750,12750,25501,19126,14344,12750,12750,25501,19126,14344,12750,12750
775,107705.57,1100552.8,107705,1100552,25740.654,19305.49,14479.118,12870.327,12870.327,25740.654,19305.49,14479.118,12870.327,12870.327,25740.654,19305.49,14479.118,12870.327,12870.327,25740,19305,14479,12870,12870,25740,19305,14479,12870,12870,25740,19305,14479,12870,12870
776,109676.3,1121253.8,109676,1121253,25981.613,19486.209,14614.657,12990.807,12990.807,25981.613,19486.209,14614.657,12990.807,12990.807,25981.613,19486.209,14614.657,12990.807,12990.807,25981,19486,14614,12990,12990,25981,19486,14614,12990,12990,25981,19486,14614,12990,12990
777,111683.58,1142344.1,111683,1142344,26224.828,19668.621,14751.465,13112.414,13112.414,26224.828,19668.621,14751.465,13112.414,13112.414,26224.828,19668.621,14751.465,13112.414,13112.414,26224,19668,14751,13112,13112,26224,19668,14751,13112,13112,26224,19668,14751,13112,13112
778,113728.09,1163831.1,113728,1163831,26470.318,19852.738,14889.554,13235.159,13235.159,26470.318,19852.738,14889.554,13235.159,13235.159,26470.318,19852.738,14889.554,13235.159,13235.159,26470,19852,14889,13235,13235,26470,19852,14889,13235,13235,26470,19852,14889,13235,13235
779,115810.54,1185722.4,115810,1185722,26718.107,20038.58,15028.935,13359.054,13359.054,26718.107,20038.58,15028.935,13359.054,13359.054,26718.107,20038.58,15028.935,13359.054,13359.054,26718,20038,15028,13359,13359,26718,20038,15028,13359,13359,26718,20038,15028,13359,13359
780,117931.63,1208025.4,117931,1208025,26968.215,20226.162,15169.621,13484.107,13484.107,26968.215,20226.162,15169.621,13484.107,13484.107,26968.215,20226.162,15169.621,13484.107,13484.107,26968,20226,15169,13484,13484,26968,20226,15169,13484,13484,26968,20226,15169,13484,13484
781,120092.07,1230748,120092,1230747,27220.664,20415.498,15311.624,13610.332,13610.332,27220.664,20415.498,15311.624,13610.332,13610.332,27220.664,20415.498,15311.624,13610.332,13610.332,27220,20415,15311,13610,13610,27220,20415,15311,13610,13610,27220,20415,15311,13610,13610
782,122292.61,1253897.9,122292,1253897,27475.477,20606.607,15454.956,13737.738,13737.738,27475.477,20606.607,15454.956,13737.738,13737.738,27475.477,20606.607,15454.956,13737.738,13737.738,27475,20606,15454,13737,13737,27475,20606,15454,13737,13737,27475,20606,15454,13737,13737
783,124533.99,1277483.2,124533,1277483,27732.676,20799.506,15599.63,13866.338,13866.338,27732.676,20799.506,15599.63,13866.338,13866.338,27732.676,20799.506,15599.63,13866.338,13866.338,27732,20799,15599,13866,13866,27732,20799,15599,13866,13866,27732,20799,15599,13866,13866
784,126816.98,1301512.2,126816,1301512,27992.281,20994.21,15745.658,13996.141,13996.141,27992.281,20994.21,15745.658,13996.141,13996.141,27992.281,20994.21,15745.658,13996.141,13996.141,27992,20994,15745,13996,13996,27992,20994,15745,13996,13996,27992,20994,15745,13996,13996
785,129142.37,1325993.2,129142,1325993,28254.316,21190.738,15893.054,14127.158,14127.158,28254.316,21190.738,15893.054,14127.158,14127.158,28254.316,21190.738,15893.054,14127.158,14127.158,28254,21190,15893,14127,14127,28254,21190,15893,14127,14127,28254,21190,15893,14127,14127
786,131510.92,1350934.6,131510,1350934,28518.807,21389.104,16041.828,14259.403,14259.403,28518.807,21389.104,16041.828,14259.403,14259.403,28518.807,21389.104,16041.828,14259.403,14259.403,28518,21389,16041,14259,14259,28518,21389,16041,14259,14259,28518,21389,16041,14259,14259
787,133923.47,1376345.2,133923,1376345,28785.771,21589.328,16191.996,14392.886,14392.886,28785.771,21589.328,16191.996,14392.886,14392.886,28785.771,21589.328,16191.996,14392.886,14392.886,28785,21589,16191,14392,14392,28785,21589,16191,14392,14392,28785,21589,16191,14392,14392
788,136380.81,1402233.9,136380,1402233,29055.234,21791.426,16343.569,14527.617,14527.617,29055.234,21791.426,16343.569,14527.617,14527.617,29055.234,21791.426,16343.569,14527.617,14527.617,29055,21791,16343,14527,14527,29055,21791,16343,14527,14527,29055,21791,16343,14527,14527
789,138883.81,1428609.4,138883,1428609,29327.22,21995.416,16496.562,14663.61,14663.61,29327.22,21995.416,16496.562,14663.61,14663.61,29327.22,21995.416,16496.562,14663.61,14663.61,29327,21995,16496,14663,14663,29327,21995,16496,14663,14663,29327,21995,16496,14663,14663
790,141433.3,1455481,141433,1455480,29601.754,22201.314,16650.986,14800.877,14800.877,29601.754,22201.314,16650.986,14800.877,14800.877,29601.754,22201.314,16650.986,14800.877,14800.877,29601,22201,16650,14800,14800,29601,22201,16650,14800,14800,29601,22201,16650,14800,14800
791,144030.16,1482858,144030,1482858,29878.855,22409.14,16806.855,14939.428,14939.428,29878.855,22409.14,16806.855,14939.428,14939.428,29878.855,22409.14,16806.855,14939.428,14939.428,29878,22409,16806,14939,14939,29878,22409,16806,14939,14939,29878,22409,16806,14939,14939
792,146675.27,1510750.1,146675,1510750,30158.55,22618.914,16964.186,15079.275,15079.275,30158.55,22618.914,16964.186,15079.275,15079.275,30158.55,22618.914,16964.186,15079.275,15079.275,30158,22618,16964,15079,15079,30158,22618,16964,15079,15079,30158,22618,16964,15079,15079
793,149369.53,1539166.8,149369,1539166,30440.865,22830.648,17122.986,15220.433,15220.433,30440.865,22830.648,17122.986,15220.433,15220.433,30440.865,22830.648,17122.986,15220.433,15220.433,30440,22830,17122,15220,15220,30440,22830,17122,15220,15220,30440,22830,17122,15220,15220
794,152113.88,1568117.9,152113,1568117,30725.822,23044.367,17283.275,15362.911,15362.911,30725.822,23044.367,17283.275,15362.911,15362.911,30725.822,23044.367,17283.275,15362.911,15362.911,30725,23044,17283,15362,15362,30725,23044,17283,15362,15362,30725,23044,17283,15362,15362
795,154909.22,1597613.6,154909,1597613,31013.447,23260.086,17445.064,15506.724,15506.724,31013.447,23260.086,17445.064,15506.724,15506.724,31013.447,23260.086,17445.064,15506.724,15506.724,31013,23260,17445,15506,15506,31013,23260,17445,15506,15506,31013,23260,17445,15506,15506
796,157756.52,1627664.1,157756,1627664,31303.764,23477.824,17608.367,15651.882,15651.882,31303.764,23477.824,17608.367,15651.882,15651.882,31303.764,23477.824,17608.367,15651.882,15651.882,31303,23477,17608,15651,15651,31303,23477,17608,15651,15651,31303,23477,17608,15651,15651
797,160656.77,1658280,160656,1658279,31596.799,23697.6,17773.2,15798.399,15798.399,31596.799,23697.6,17773.2,15798.399,15798.399,31596.799,23697.6,17773.2,15798.399,15798.399,31596,23697,17773,15798,15798,31596,23697,17773,15798,15798,31596,23697,17773,15798,15798
798,163610.94,1689471.6,163610,1689471,31892.576,23919.434,17939.574,15946.288,15946.288,31892.576,23919.434,17939.574,15946.288,15946.288,31892.576,23919.434,17939.574,15946.288,15946.288,31892,23919,17939,15946,15946,31892,23919,17939,15946,15946,31892,23919,17939,15946,15946
799,166620.03,1721250,166620,1721249,32191.123,24143.342,18107.508,16095.562,16095.562,32191.123,24143.342,18107.508,16095.562,16095.562,32191.123,24143.342,18107.508,16095.562,16095.562,32191,24143,18107,16095,16095,32191,24143,18107,16095,16095,32191,24143,18107,16095,16095
