ID,ProfessionTraitID,ProfessionEffectID,Field_10_0_0_44649_003
6614,8011,65,0
6615,8012,1,0
6616,8013,33,0
6617,8022,50,0
6618,8023,12,0
6619,8024,6,0
6620,8025,29,0
6621,8026,66,0
6622,8027,6,0
6623,8029,29,0
6624,8029,33,1
6625,8030,1,0
6626,8033,12,0
6627,8035,29,0
6628,8036,8,0
6629,8038,1,0
6630,8041,12,0
6631,8043,29,0
6632,8046,1,0
6633,8047,33,0
6634,8049,136,0
6635,8051,12,0
6636,8052,6,0
6637,8054,8,0
6638,8056,48,0
6639,8057,7,0
6640,8058,6,0
6641,8059,41,0
6642,8060,38,0
6643,8061,138,0
6644,8062,66,0
6645,8063,65,0
6646,8064,139,0
6647,8065,48,0
6648,8067,12,0
6649,8069,38,0
6650,8071,29,0
6651,8073,44,0
6652,8075,12,0
6653,8077,6,0
6654,8079,29,0
6655,8081,1,0
6656,8085,53,0
6657,8088,12,0
6658,8091,1,0
6659,8094,6,0
6660,8095,8,0
6661,8097,12,0
6662,8098,6,0
6663,8100,68,0
6664,8108,1,0
6665,8109,87,0
6666,8111,88,0
6667,8113,87,0
6668,8114,33,0
6669,8114,8,1
6670,8114,12,2
6671,8115,101,0
6672,8116,89,0
6673,8117,12,0
6674,8118,90,0
6675,8119,12,0
6676,8120,90,0
6677,8121,12,0
6678,8122,91,0
6679,8123,2,0
6680,8124,92,0
6681,8125,8,0
6682,8126,93,0
6683,8127,8,0
6684,8128,93,0
6685,8129,8,0
6686,8130,94,0
